symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,pattern,score,pnl,ret_pct,holding_days
SHRIRAMFIN,2026-02-25,2026-02-26,1066.05,1097.8499999999997,119,target,Pin Bar,9.0,3784.1999999999675,2.9829745321513723,1
ASHOKLEY,2026-02-23,2026-03-02,209.76,201.76,600,stop,Bullish Engulfing,10.0,-4800.0,-3.8138825324180003,7
CANBK,2026-02-23,2026-03-04,150.05,143.61999999999998,840,stop,Bullish Engulfing,9.0,-5401.20000000003,-4.28523825391538,9
BANKINDIA,2026-02-17,2026-03-06,161.0,154.45999999999998,768,stop,Bullish Engulfing,10.0,-5022.720000000016,-4.062111801242252,17
ONGC,2026-03-09,2026-03-10,289.0,271.09999999999997,436,stop,Pin Bar,9.0,-7804.400000000015,-6.193771626297595,1
NATIONALUM,2026-03-04,2026-03-12,365.0,409.6500000000001,342,target,Bullish Engulfing,9.0,15270.300000000032,12.2328767123288,8
NATIONALUM,2026-03-12,2026-03-16,403.5,380.59999999999997,312,stop,Morning Star,7.0,-7144.80000000001,-5.675340768277581,4
HINDALCO,2026-03-04,2026-03-19,945.4499999999999,896.0500000000001,132,stop,Bullish Engulfing,7.0,-6520.799999999982,-5.225025120313065,15
BSE,2026-03-17,2026-03-23,2890.0,2776.95,43,stop,Bullish Engulfing,9.0,-4861.150000000008,-3.911764705882359,6
MCX,2026-02-03,2026-04-28,2500.0,2913.250000000001,49,target,Bullish Engulfing,7.0,20249.250000000044,16.530000000000044,84
AUROPHARMA,2026-04-06,2026-05-06,1344.0,1484.7500000000002,92,target,Pin Bar,9.0,12949.000000000022,10.472470238095255,30
POLYCAB,2026-05-04,2026-05-07,8163.55,8549.75,15,target,Pin Bar,9.0,5792.999999999997,4.730785013872629,3
COALINDIA,2026-05-12,2026-05-14,465.8,452.8,273,stop,Bullish Engulfing,10.0,-3549.0,-2.7908973808501547,2
CUMMINSIND,2026-05-04,2026-05-27,5308.85,5686.6500000000015,23,target,Pin Bar,9.0,8689.400000000025,7.116418810100145,23
CGPOWER,2026-05-06,2026-05-27,833.05,911.0499999999997,153,target,Bullish Engulfing,10.0,11933.999999999965,9.363183482383985,21
NAM-INDIA,2026-06-05,2026-06-08,1143.05,1045.25,114,stop,Bullish Engulfing,10.0,-11149.199999999995,-8.556056165522063,3
RBLBANK,2026-04-29,2026-06-15,328.0,371.9,385,target,Bullish Engulfing,8.0,16901.499999999993,13.38414634146341,47
CGPOWER,2026-06-15,2026-06-17,928.0,962.2499999999998,138,target,Pin Bar,9.0,4726.499999999969,3.690732758620663,2
NMDC,2026-05-14,2026-06-23,92.0,86.33,1392,stop,Morning Star,8.0,-7892.640000000002,-6.163043478260876,40
CUMMINSIND,2026-06-23,2026-06-24,5802.5,5636.95,22,stop,Pin Bar,9.0,-3642.100000000004,-2.8530805687203786,1
GVT&D,2026-06-04,2026-07-03,5134.0,4580.95,25,stop,Morning Star,10.0,-13826.250000000004,-10.772302298402813,29
ZYDUSLIFE,2026-06-04,2026-07-06,1081.1499999999999,1145.7499999999993,120,target,Pin Bar,9.0,7751.9999999999345,5.975119086158198,32
PNBHOUSING,2026-07-20,2026-07-23,1102.1499999999999,1072.65,116,stop,Pin Bar,9.0,-3421.9999999999736,-2.6765866715056763,3
BHEL,2026-07-27,2026-07-29,420.0,402.09999999999997,305,stop,Bullish Engulfing,10.0,-5459.50000000001,-4.261904761904766,2
SIEMENS,2026-07-31,2026-08-03,3665.05,3830.050000000001,34,target,Pin Bar,9.0,5610.000000000031,4.501984966098704,3
