date,rank,symbol,score,price,sector,rsi,pct_52w_high
2026-07-24,8,DIVISLAB,2.432,7248.5,NIFTY PHARMA,63.6,0.981
2026-07-24,9,TORNTPHARM,2.432,4961.5,NIFTY PHARMA,59.3,0.98
2026-07-24,10,SUNPHARMA,2.372,1941.1,NIFTY PHARMA,59.5,0.989
2026-07-27,1,BHEL,2.923,415.95,NIFTY ENERGY,55.2,0.955
2026-07-27,2,KALYANKJIL,2.891,564.6,NIFTY CONSR DURBL,71.6,0.921
2026-07-27,3,ADANIENSOL,2.769,1703.3,NIFTY ENERGY,63.1,0.978
2026-07-27,4,ABB,2.726,7327.5,NIFTY ENERGY,55.0,0.956
2026-07-27,5,AUROPHARMA,2.551,1549.4,NIFTY MIDSML HLTH,52.7,0.956
2026-07-27,6,SUNPHARMA,2.549,1973.7,NIFTY PHARMA,65.7,1.0
2026-07-27,7,BIOCON,2.545,436.25,NIFTY MIDSML HLTH,58.0,0.99
2026-07-27,8,LUPIN,2.521,2410.0,NIFTY MIDSML HLTH,48.9,0.958
2026-07-27,9,DIVISLAB,2.478,7414.0,NIFTY PHARMA,69.2,1.0
2026-07-27,10,ZYDUSLIFE,2.413,1108.2,NIFTY PHARMA,46.0,0.956
2026-07-28,1,AUROPHARMA,2.697,1549.2,NIFTY MIDSML HLTH,52.7,0.956
2026-07-28,2,LUPIN,2.643,2395.8,NIFTY MIDSML HLTH,47.2,0.953
2026-07-28,3,BIOCON,2.556,432.45,NIFTY MIDSML HLTH,54.8,0.981
2026-07-28,4,SUNPHARMA,2.5,1976.7,NIFTY PHARMA,66.2,1.0
2026-07-28,5,DIVISLAB,2.494,7425.0,NIFTY PHARMA,69.6,1.0
2026-07-28,6,APOLLOHOSP,2.404,8903.0,NIFTY500 HEALTH,60.4,0.996
2026-07-28,7,ALKEM,2.39,5651.5,NIFTY MIDSML HLTH,56.1,0.96
2026-07-28,8,ZYDUSLIFE,2.374,1099.2,NIFTY PHARMA,43.0,0.948
2026-07-28,9,BHEL,2.373,405.75,NIFTY ENERGY,50.0,0.932
2026-07-28,10,PHOENIXLTD,2.365,2023.2,NIFTY REALTY,51.7,0.939
2026-07-29,1,AUROPHARMA,2.86,1590.7,NIFTY MIDSML HLTH,59.9,0.982
2026-07-29,2,LUPIN,2.818,2447.0,NIFTY MIDSML HLTH,53.6,0.973
2026-07-29,3,ZYDUSLIFE,2.565,1122.7,NIFTY500 HEALTH,51.8,0.969
2026-07-29,4,SUNPHARMA,2.524,1989.9,NIFTY500 HEALTH,68.4,1.0
2026-07-29,5,APOLLOHOSP,2.509,8935.0,NIFTY500 HEALTH,62.0,1.0
2026-07-29,6,BIOCON,2.505,431.1,NIFTY MIDSML HLTH,53.7,0.978
2026-07-29,7,GODREJPROP,2.377,2156.0,NIFTY REALTY,64.3,0.912
2026-07-29,8,ALKEM,2.374,5672.5,NIFTY MIDSML HLTH,57.5,0.963
2026-07-29,9,OBEROIRLTY,2.366,1836.5,NIFTY REALTY,51.9,0.94
2026-07-29,10,ABB,2.328,7310.5,NIFTY ENERGY,54.1,0.953
2026-07-30,1,LODHA,3.214,1287.15,NIFTY REALTY,70.8,0.965
2026-07-30,2,AUROPHARMA,2.723,1576.3,NIFTY MIDSML HLTH,56.7,0.973
2026-07-30,3,LUPIN,2.672,2421.2,NIFTY MIDSML HLTH,50.3,0.963
2026-07-30,4,ADANIENSOL,2.489,1659.0,NIFTY ENERGY,54.0,0.953
2026-07-30,5,ALKEM,2.454,5816.5,NIFTY MIDSML HLTH,65.5,0.988
2026-07-30,6,APOLLOHOSP,2.44,8988.0,NIFTY500 HEALTH,64.7,1.0
2026-07-30,7,BHEL,2.426,403.0,NIFTY ENERGY,48.6,0.926
2026-07-30,8,ZYDUSLIFE,2.426,1115.1,NIFTY500 HEALTH,49.2,0.962
2026-07-30,9,SUNPHARMA,2.426,2001.1,NIFTY500 HEALTH,70.2,1.0
2026-07-30,10,ABB,2.381,7291.5,NIFTY ENERGY,53.3,0.951
2026-07-31,1,KALYANKJIL,4.352,612.6,NIFTY CONSR DURBL,71.9,0.965
2026-07-31,2,LODHA,2.951,1243.95,NIFTY REALTY,63.2,0.938
2026-07-31,3,AUROPHARMA,2.688,1580.2,NIFTY MIDSML HLTH,57.3,0.975
2026-07-31,4,LUPIN,2.623,2415.0,NIFTY MIDSML HLTH,49.5,0.96
2026-07-31,5,ZYDUSLIFE,2.465,1126.8,NIFTY500 HEALTH,53.1,0.972
2026-07-31,6,TORNTPHARM,2.403,5122.8,NIFTY500 HEALTH,64.1,1.0
2026-07-31,7,APOLLOHOSP,2.402,8957.0,NIFTY500 HEALTH,61.9,0.997
2026-07-31,8,ADANIENSOL,2.355,1645.4,NIFTY ENERGY,51.6,0.945
2026-07-31,9,SUNPHARMA,2.341,1990.5,NIFTY500 HEALTH,66.4,0.995
2026-07-31,10,BIOCON,2.339,425.7,NIFTY MIDSML HLTH,49.3,0.966
2026-08-03,1,KALYANKJIL,4.313,608.0,NIFTY CONSR DURBL,70.4,0.958
2026-08-03,2,LODHA,2.762,1239.8,NIFTY REALTY,62.5,0.942
2026-08-03,3,AUROPHARMA,2.594,1554.7,NIFTY MIDSML HLTH,51.7,0.959
2026-08-03,4,LUPIN,2.57,2393.0,NIFTY MIDSML HLTH,46.7,0.952
2026-08-03,5,ABB,2.464,7601.0,NIFTY ENERGY,63.2,0.991
2026-08-03,6,ZYDUSLIFE,2.371,1121.0,NIFTY500 HEALTH,51.0,0.967
2026-08-03,7,BIOCON,2.306,427.0,NIFTY MIDSML HLTH,50.4,0.969
2026-08-03,8,TORNTPHARM,2.299,5050.0,NIFTY500 HEALTH,59.5,0.986
2026-08-03,9,SUNPHARMA,2.291,1963.5,NIFTY500 HEALTH,57.7,0.981
2026-08-03,10,APOLLOHOSP,2.245,8820.0,NIFTY500 HEALTH,51.6,0.981
2026-08-04,1,KALYANKJIL,4.183,591.4,NIFTY CONSR DURBL,65.0,0.932
2026-08-04,2,LODHA,2.714,1229.8,NIFTY REALTY,60.8,0.934
2026-08-04,3,AUROPHARMA,2.682,1585.9,NIFTY MIDSML HLTH,57.2,0.979
2026-08-04,4,LUPIN,2.674,2410.0,NIFTY MIDSML HLTH,49.1,0.958
2026-08-04,5,APOLLOHOSP,2.465,9050.0,NIFTY500 HEALTH,62.8,1.0
2026-08-04,6,ZYDUSLIFE,2.434,1130.0,NIFTY500 HEALTH,54.0,0.975
2026-08-04,7,SUNPHARMA,2.356,1964.0,NIFTY500 HEALTH,57.8,0.981
2026-08-04,8,ABB,2.355,7700.0,NIFTY ENERGY,65.8,1.0
2026-08-04,9,TORNTPHARM,2.305,5030.0,NIFTY500 HEALTH,58.2,0.982
2026-08-04,10,BIOCON,2.253,422.0,NIFTY MIDSML HLTH,46.2,0.958
2026-08-05,1,KALYANKJIL,3.935,569.5,NIFTY CONSR DURBL,58.6,0.897
2026-08-05,2,AUROPHARMA,2.623,1613.4,NIFTY MIDSML HLTH,61.5,0.996
2026-08-05,3,LODHA,2.62,1250.0,NIFTY REALTY,63.0,0.95
2026-08-05,4,ABB,2.421,7690.5,NIFTY ENERGY,65.3,0.999
2026-08-05,5,APOLLOHOSP,2.348,8910.0,NIFTY500 HEALTH,54.6,0.985
2026-08-05,6,ZYDUSLIFE,2.341,1121.1,NIFTY500 HEALTH,50.7,0.967
2026-08-05,7,BIOCON,2.273,425.2,NIFTY MIDSML HLTH,49.2,0.965
2026-08-05,8,SUNPHARMA,2.256,1940.0,NIFTY500 HEALTH,50.9,0.969
2026-08-05,9,TORNTPHARM,2.217,5000.0,NIFTY500 HEALTH,56.3,0.976
2026-08-05,10,GODREJPROP,2.216,2099.0,NIFTY REALTY,56.0,0.905
2026-08-06,1,KALYANKJIL,4.134,598.0,NIFTY CONSR DURBL,63.6,0.942
2026-08-06,2,DIVISLAB,2.885,8282.5,NIFTY500 HEALTH,73.3,0.965
2026-08-06,3,AUROPHARMA,2.577,1586.0,NIFTY MIDSML HLTH,55.6,0.979
2026-08-06,4,ABB,2.519,7735.0,NIFTY ENERGY,66.5,1.0
2026-08-06,5,LODHA,2.501,1225.4,NIFTY REALTY,58.6,0.931
2026-08-06,6,BIOCON,2.441,436.95,NIFTY MIDSML HLTH,58.2,0.991
2026-08-06,7,APOLLOHOSP,2.288,8909.0,NIFTY500 HEALTH,54.5,0.984
2026-08-06,8,GODREJPROP,2.263,2095.0,NIFTY REALTY,55.5,0.903
2026-08-06,9,SUNPHARMA,2.235,1949.6,NIFTY500 HEALTH,53.3,0.974
2026-08-06,10,ZYDUSLIFE,2.222,1103.5,NIFTY500 HEALTH,44.7,0.952
