symbol,entry_date,exit_date,entry_price,exit_price,initial_stop,risk_per_share,mfe_price,mfe_r_multiple,hit_1to2,never_hit_initial_stop,is_loss,pnl,ret_pct,holding_days,sector
PGEL,2024-12-24,2025-01-07,966.65,973.7845580037888,913.29,53.36,1054.2,1.64,False,True,False,4316.407592292231,0.7380704498824553,14,NIFTY CONSR DURBL
BAJFINANCE,2025-01-14,2025-01-15,733.5,716.6452438445048,716.65,16.85,739.0,0.33,False,False,True,-14731.05687990284,-2.297853599931188,1,NIFTY FINSEREXBNK
BAJAJFINSV,2025-01-28,2025-01-30,1768.95,1748.590412957549,1726.82,42.13,1856.0,2.07,True,True,True,-7329.451335282374,-1.1509419170949498,2,NIFTY FINSEREXBNK
WIPRO,2025-01-29,2025-02-01,304.6,295.9352338082105,295.67,8.93,307.75,0.35,False,True,True,-18273.99189848408,-2.844637620416779,3,NIFTY IT
BAJFINANCE,2025-01-28,2025-02-10,761.0,828.0009418903588,741.36,19.64,866.0,5.35,True,True,False,56146.7893041207,8.804328763516267,13,NIFTY FINSEREXBNK
KOTAKBANK,2025-02-04,2025-02-11,385.7,383.7239942146841,377.25,8.45,394.1,0.99,False,True,True,-3317.7137135453336,-0.5123167708882215,7,NIFTY PVT BANK
KOTAKBANK,2025-02-13,2025-02-21,394.6,389.0771444951982,385.9,8.7,399.0,0.51,False,True,True,-9007.7773283318,-1.3996085921950896,8,NIFTY PVT BANK
ASHOKLEY,2025-02-25,2025-02-28,113.6,109.8696188959212,109.78,3.82,114.2,0.16,False,True,True,-21121.417811294097,-3.283786183167947,3,NIFTY AUTO
SBICARD,2025-02-27,2025-02-28,856.75,833.3048677065896,833.3,23.45,864.75,0.34,False,False,True,-17654.18461693806,-2.736519672414406,1,NIFTY MS FIN SERV
BAJAJFINSV,2025-02-27,2025-02-28,1925.55,1877.960463665932,1877.96,47.59,1938.8,0.28,False,False,True,-15942.494671912718,-2.4714775692175173,1,NIFTY FINSEREXBNK
BAJFINANCE,2025-02-13,2025-03-03,841.0,850.3586581500185,817.17,23.83,874.0,1.38,False,True,False,7159.373484764174,1.1128012068987614,18,NIFTY FINSEREXBNK
CHOLAFIN,2025-02-27,2025-03-04,1438.65,1390.994795592136,1389.03,49.62,1454.25,0.31,False,True,True,-20968.289939460137,-3.312494658733112,5,NIFTY FINSEREXBNK
HINDALCO,2025-03-18,2025-03-25,697.85,688.1384030029064,678.75,19.1,715.0,0.9,False,True,True,-8769.572088375502,-1.391645338839809,7,NIFTY METAL
INDIGO,2025-03-12,2025-04-01,4729.2,4998.133862630489,4601.22,127.98,5190.35,3.6,True,True,False,35499.26986722453,5.686667145193458,20,NIFTY IND TOURISM
MUTHOOTFIN,2025-03-28,2025-04-02,2382.9,2318.236309109443,2318.13,64.77,2400.95,0.28,False,True,True,-17265.205467778735,-2.7136552474110176,5,NIFTY FINSEREXBNK
MAZDOCK,2025-04-03,2025-04-04,2737.55,2575.0,2617.05,120.5,2753.45,0.13,False,False,True,-37386.50000000005,-5.937791090573697,1,NIFTY IND DEFENCE
INDIGO,2025-04-04,2025-04-07,5098.9,4750.0,4971.03,127.87,5150.0,0.4,False,False,True,-42565.79999999996,-6.84265233677851,3,NIFTY IND TOURISM
INDIGO,2025-04-08,2025-04-25,5157.05,5408.809969328779,5000.83,156.22,5649.0,3.15,True,True,False,29959.436350124637,4.881860158981954,17,NIFTY IND TOURISM
BDL,2025-04-28,2025-04-30,1486.5,1467.5355234446972,1417.98,68.52,1564.0,1.13,False,True,True,-7908.18672356126,-1.2757804611707169,2,NIFTY IND DEFENCE
PNBHOUSING,2025-04-29,2025-05-08,1030.4,1018.7415941753318,989.78,40.62,1088.0,1.42,False,True,True,-7064.993929748995,-1.1314446646611298,9,NIFTY MS FIN SERV
BDL,2025-05-09,2025-05-20,1531.8,1751.0436386887402,1453.96,77.84,1938.6,5.23,True,True,False,86601.2372820524,14.312810986338963,11,NIFTY IND DEFENCE
BSE,2025-05-07,2025-05-22,2217.5,2394.959468788016,2118.47,99.03,2529.5,3.15,True,True,False,49688.65126064455,8.00268179427357,15,NIFTY MS FIN SERV
ICICIBANK,2025-05-15,2025-05-22,1450.8,1428.237908556873,1421.72,29.08,1459.7,0.31,False,True,True,-10062.69278363463,-1.555148293570929,7,NIFTY PVT BANK
BDL,2025-05-21,2025-05-28,1879.2,1862.1,1784.82,94.38,1991.5,1.19,False,True,True,-5848.200000000046,-0.9099616858237568,7,NIFTY IND DEFENCE
BAJAJHLDNG,2025-05-23,2025-05-29,13748.0,13422.223145837055,13153.48,594.52,14146.0,0.67,False,True,True,-14985.735291495375,-2.3696308856774984,6,NIFTY FINSEREXBNK
MAZDOCK,2025-05-22,2025-05-30,3500.0,3470.0,3311.94,188.06,3775.0,1.46,False,True,True,-5130.0,-0.8571428571428563,8,NIFTY IND DEFENCE
BDL,2025-05-30,2025-06-09,2015.5,1927.356355895218,1921.75,93.75,2096.6,0.87,False,True,True,-27853.391537111103,-4.3732892138319,10,NIFTY IND DEFENCE
NAM-INDIA,2025-05-30,2025-06-10,740.95,779.0909845392254,714.55,26.4,821.95,3.07,True,True,False,32801.24670373377,5.147578721806512,11,NIFTY CAPITAL MKT
HDFCAMC,2025-06-05,2025-06-12,2346.7,2485.4982525480605,2289.4,57.3,2583.0,4.12,True,True,False,37614.32644052443,5.914614247584304,7,NIFTY FINSEREXBNK
ABCAPITAL,2025-05-21,2025-06-13,221.46,236.0,214.07,7.39,251.0,4.0,True,True,False,42427.71999999998,6.565519732683089,23,NIFTY MS FIN SERV
BEL,2025-06-16,2025-06-19,403.85,394.8164104007448,394.45,9.4,407.5,0.39,False,True,True,-14634.41515079353,-2.236867549648447,3,NIFTY IND DEFENCE
BEL,2025-06-20,2025-06-25,408.25,411.2065428755234,398.9,9.35,426.5,1.95,False,True,False,4653.598486073804,0.7241991121918812,5,NIFTY IND DEFENCE
ABCAPITAL,2025-06-16,2025-06-27,248.75,269.5286477580829,241.49,7.26,278.05,4.03,True,True,False,54647.84360375805,8.353225229380069,11,NIFTY MS FIN SERV
MFSL,2025-06-16,2025-07-03,1577.0,1620.658359206148,1541.35,35.65,1666.9,2.52,True,True,False,18074.560711345235,2.768443830446921,17,NIFTY MS FIN SERV
LTF,2025-06-16,2025-07-04,191.66,202.2328164239626,185.76,5.9,209.85,3.08,True,True,False,36095.59527140829,5.516443923595227,18,NIFTY MS FIN SERV
MCX,2025-06-16,2025-07-07,1566.0,1759.2422939143626,1513.47,52.53,1823.0,4.89,True,True,False,80582.03656228918,12.33986551177284,21,NIFTY MS FIN SERV
BEL,2025-06-27,2025-07-07,414.5,422.6113700059267,404.64,9.86,436.0,2.18,True,True,False,13562.210649909424,1.956904705893048,10,NIFTY IND DEFENCE
MOTILALOFS,2025-07-03,2025-07-18,929.1,915.9723053947978,898.03,31.07,963.35,1.1,False,True,True,-9858.89864850688,-1.412947433559597,15,NIFTY CAPITAL MKT
RBLBANK,2025-07-09,2025-07-18,260.61,260.6028647339829,251.84,8.77,272.88,1.4,False,True,True,-18.95126654138403,-0.0027379095265289,9,NIFTY MS FIN SERV
NAM-INDIA,2025-07-15,2025-07-18,845.6,843.6281465439184,820.12,25.48,876.7,1.22,False,True,True,-1622.8353943551483,-0.2331898599907234,3,NIFTY CAPITAL MKT
NAM-INDIA,2025-07-21,2025-07-24,863.2,837.4081828158118,836.42,26.78,873.35,0.38,False,True,True,-20891.37191919252,-2.987930628381408,3,NIFTY CAPITAL MKT
HDFCAMC,2025-07-15,2025-07-25,2585.5,2694.775451328041,2524.77,60.73,2767.0,2.99,True,True,False,29395.09640724317,4.226472687218785,10,NIFTY FINSEREXBNK
GVT&D,2025-08-13,2025-08-14,2916.9,2818.2118583348906,2818.21,98.69,2939.4,0.23,False,False,True,-23389.089574630943,-3.3833227626970275,1,NIFTY ENERGY
DMART,2025-09-04,2025-09-08,4829.3,4719.106294119005,4719.11,110.19,4949.5,1.09,False,False,True,-15647.506235101342,-2.28177387780828,4,NIFTY NONCYC CONS
MOTILALOFS,2025-09-19,2025-09-25,944.7,932.949935113112,918.42,26.28,966.5,0.83,False,True,True,-8565.79730254137,-1.2437879630452064,6,NIFTY CAPITAL MKT
MARUTI,2025-09-12,2025-09-29,15325.0,16004.541255437203,15045.29,279.71,16435.0,3.97,True,True,False,29899.815239236945,4.434200688007861,17,NIFTY AUTO
ASHOKLEY,2025-09-26,2025-10-03,141.93,139.3058977318231,138.39,3.54,144.15,0.63,False,True,True,-12779.378046021497,-1.8488707589494056,7,NIFTY AUTO
ADANIPOWER,2025-10-01,2025-10-03,152.51,144.38114581688802,144.38,8.13,153.3,0.1,False,False,True,-34385.053194563625,-5.330046674389855,2,NIFTY COMMODITIES
HEROMOTOCO,2025-09-30,2025-10-08,5472.5,5494.299362811914,5349.64,122.86,5659.0,1.52,False,True,False,2724.9203514892315,0.3983437699755843,8,NIFTY AUTO
BANKBARODA,2025-09-30,2025-10-08,250.45,253.0012515188137,245.63,4.82,263.55,2.72,True,True,False,7023.595431294039,1.018667006913021,8,NIFTY PSU BANK
CANBK,2025-09-30,2025-10-08,119.76,121.26967281162882,117.06,2.7,124.44,1.73,False,True,False,8691.186376547103,1.2605818400374336,8,NIFTY PSU BANK
BEL,2025-10-10,2025-10-14,413.5,405.2058668893997,405.12,8.38,415.5,0.24,False,True,True,-13743.378564264673,-2.005836302442632,4,NIFTY IND DEFENCE
CANBK,2025-10-15,2025-10-17,124.31,121.6103811980214,121.61,2.7,125.98,0.62,False,False,True,-14907.295024525762,-2.1716827302538766,2,NIFTY PSU BANK
RBLBANK,2025-10-08,2025-10-23,286.45,315.9866242199165,278.0,8.45,328.8,5.01,True,True,False,70415.31214028098,10.311266964537102,15,NIFTY MS FIN SERV
MCX,2025-10-27,2025-10-29,1861.0,1808.961218892208,1808.96,52.04,1867.0,0.12,False,False,True,-19722.698039853138,-2.796280553884578,2,NIFTY MS FIN SERV
NATIONALUM,2025-10-15,2025-11-04,226.55,233.0947023622398,220.36,6.19,241.11,2.35,True,True,False,19830.448157586605,2.88885560019414,20,NIFTY METAL
INDIANB,2025-10-17,2025-11-07,766.05,842.2629279518195,747.85,18.2,869.3,5.67,True,True,False,67905.71880507121,9.9488190003028,21,NIFTY PSU BANK
BANKBARODA,2025-10-27,2025-11-07,265.1,275.1,259.39,5.71,284.05,3.32,True,True,False,25540.0,3.772161448510003,11,NIFTY PSU BANK
RBLBANK,2025-10-27,2025-11-11,322.05,319.6659847157904,311.49,10.56,332.0,0.94,False,True,True,-5223.377487703287,-0.7402624698679139,15,NIFTY MS FIN SERV
BANKINDIA,2025-11-07,2025-11-11,140.01,137.95840419308604,136.59,3.42,142.06,0.6,False,True,True,-10444.674252998928,-1.4653209105877751,4,NIFTY PSU BANK
ABCAPITAL,2025-11-07,2025-11-11,338.1,328.99119940607085,328.75,9.35,345.4,0.78,False,True,True,-19201.3516520027,-2.6941143430728065,4,NIFTY MS FIN SERV
AUBANK,2025-11-07,2025-11-11,908.7,894.7589929801989,888.66,20.04,922.9,0.71,False,True,True,-10929.749503524134,-1.5341704654782906,4,NIFTY MS FIN SERV
IDFCFIRSTB,2025-11-12,2025-11-14,81.58,79.75232904751007,79.75,1.83,82.11,0.29,False,False,True,-15816.664422847807,-2.2403419373497435,2,NIFTY MS FIN SERV
IDFCFIRSTB,2025-11-17,2025-11-19,81.01,79.21964233459849,79.19,1.82,82.55,0.85,False,True,True,-14822.371111859144,-2.210045260340099,2,NIFTY MS FIN SERV
INDIANB,2025-11-17,2025-11-21,871.6,854.0020140628376,852.59,19.01,876.2,0.24,False,True,True,-14219.172637227246,-2.019043820234334,4,NIFTY PSU BANK
LTF,2025-11-17,2025-11-21,299.4,290.2,291.39,8.01,301.6,0.27,False,False,True,-21656.799999999974,-3.0728122912491607,4,NIFTY MS FIN SERV
BANKINDIA,2025-11-17,2025-11-21,142.69,140.74259924317087,139.4,3.29,145.3,0.79,False,True,True,-9618.212337979052,-1.364777319243904,4,NIFTY PSU BANK
BSE,2025-11-07,2025-11-24,2678.3,2811.67787299605,2587.94,90.36,2960.0,3.12,True,True,False,35078.38059796114,4.97994522630214,17,NIFTY MS FIN SERV
MUTHOOTFIN,2025-11-25,2025-12-03,3681.4,3735.457473060799,3598.58,82.82,3833.0,1.83,False,True,False,10162.804935430231,1.4683944439832342,8,NIFTY FINSEREXBNK
UNIONBANK,2025-12-02,2025-12-03,151.3,147.73514697553978,147.74,3.56,155.56,1.2,False,False,True,-16505.269503250885,-2.356148727336571,1,NIFTY PSU BANK
LTF,2025-12-05,2025-12-08,309.6,301.8509355502316,301.85,7.75,311.75,0.28,False,False,True,-17435.395011978926,-2.5029277938528494,3,NIFTY MS FIN SERV
SHRIRAMFIN,2025-12-05,2025-12-08,854.9,835.5514283618372,835.55,19.35,858.85,0.2,False,False,True,-15769.085885102644,-2.263255543123499,3,NIFTY FINSEREXBNK
AUBANK,2025-11-24,2025-12-11,925.1,974.238499909718,905.8,19.3,1007.25,4.26,True,True,False,36755.59793246898,5.31169602310213,17,NIFTY MS FIN SERV
EICHERMOT,2025-12-10,2025-12-15,7228.5,7123.8498632458895,7090.71,137.79,7328.5,0.73,False,True,True,-10046.413128394604,-1.447743470348073,5,NIFTY AUTO
MOTHERSON,2025-12-11,2025-12-18,119.8,118.53,116.89,2.91,121.48,0.58,False,True,True,-7343.139999999977,-1.0601001669448995,7,NIFTY AUTO
AUBANK,2025-12-17,2025-12-24,990.3,972.680426335412,971.16,19.14,998.2,0.41,False,True,True,-12280.842844217808,-1.7792157593242377,7,NIFTY MS FIN SERV
MOTHERSON,2025-12-19,2025-12-26,120.98,118.40482848245044,118.16,2.82,122.8,0.65,False,True,True,-14773.758996181765,-2.1285927571082386,7,NIFTY AUTO
NATIONALUM,2025-12-12,2025-12-30,278.15,298.0,270.88,7.27,318.85,5.6,True,True,False,49505.90000000006,7.136437174186594,18,NIFTY METAL
SHRIRAMFIN,2025-12-17,2026-01-05,864.2,995.43444240811,843.87,20.33,1025.6,7.94,True,True,False,104856.3194840798,15.185656376777356,19,NIFTY FINSEREXBNK
ASHOKLEY,2025-12-30,2026-01-08,178.63,184.5561076232076,174.68,3.95,191.8,3.34,True,True,False,23603.68666323598,3.3175321184614197,9,NIFTY AUTO
BHARATFORG,2025-12-31,2026-01-08,1470.4,1454.7694284269228,1441.55,28.85,1506.5,1.25,False,True,True,-7596.45778451557,-1.0630149328806682,8,NIFTY AUTO
MANAPPURAM,2026-01-07,2026-01-08,319.9,311.5627431240342,311.56,8.34,321.6,0.2,False,False,True,-18800.514255302765,-2.6062072134935166,1,NIFTY MS FIN SERV
NMDC,2026-01-07,2026-01-08,83.62,81.721503654312,81.72,1.9,84.16,0.28,False,False,True,-16378.327974250396,-2.27038548874432,1,NIFTY METAL
ASHOKLEY,2026-01-09,2026-01-12,187.76,183.47608259348004,183.48,4.28,190.76,0.7,False,False,True,-16206.05954886496,-2.281592142373212,3,NIFTY AUTO
NATIONALUM,2026-01-09,2026-01-16,348.05,361.7374514600502,336.64,11.41,374.3,2.3,True,True,False,27922.400978502345,3.932610676641346,7,NIFTY METAL
HINDALCO,2026-01-13,2026-01-16,936.3,934.8413812948947,915.96,20.34,966.5,1.48,False,True,True,-1107.0915971747677,-0.1557854005238779,3,NIFTY METAL
UNIONBANK,2026-01-13,2026-01-19,161.42,169.5973200593669,157.73,3.69,177.65,4.39,True,True,False,36012.91754145173,5.065865480960774,6,NIFTY PSU BANK
MCX,2026-01-13,2026-01-20,2293.0,2373.3570744757267,2227.51,65.49,2499.0,3.15,True,True,False,24910.69308747527,3.504451568937061,7,NIFTY MS FIN SERV
SHRIRAMFIN,2026-01-16,2026-01-20,995.45,986.2591687256328,971.3,24.15,1022.0,1.1,False,True,True,-6736.879324111292,-0.9232840699550326,4,NIFTY FINSEREXBNK
SBIN,2026-01-22,2026-01-23,1048.35,1032.7862321575392,1032.79,15.56,1055.5,0.46,False,False,True,-10723.436043455436,-1.4845965414661877,1,NIFTY PSU BANK
INDIANB,2026-01-22,2026-01-27,878.05,852.8247497639173,852.82,25.23,889.05,0.44,False,False,True,-20760.380944295997,-2.872871731232008,5,NIFTY PSU BANK
HINDALCO,2026-01-22,2026-01-30,944.45,999.8443388924188,923.41,21.04,1029.8,4.06,True,True,False,42376.66925270036,5.865248440088799,8,NIFTY METAL
MCX,2026-01-27,2026-01-30,2418.0,2587.696271616305,2327.65,90.35,2705.0,3.18,True,True,False,50569.48894165883,7.018042664032453,3,NIFTY MS FIN SERV
BANKINDIA,2026-01-28,2026-01-30,162.05,157.0572823418188,157.06,4.99,164.53,0.5,False,False,True,-22781.77067428091,-3.0809735625925483,2,NIFTY PSU BANK
UNIONBANK,2026-01-28,2026-01-30,176.71,171.53812406930982,171.52,5.19,178.08,0.26,False,True,True,-19875.519201642408,-2.9267590576029567,2,NIFTY PSU BANK
ASHOKLEY,2026-01-22,2026-02-01,190.28,191.02153604473904,184.99,5.29,199.21,1.69,False,True,False,2818.5785060530743,0.3897078225452155,10,NIFTY AUTO
BAJAJ-AUTO,2026-02-03,2026-02-16,9595.5,9660.5871721801,9346.74,248.76,9941.0,1.39,False,True,False,4881.5379135076,0.6783093343765367,13,NIFTY AUTO
FEDERALBNK,2026-02-11,2026-02-17,290.5,283.2539255797646,282.84,7.66,293.5,0.39,False,True,True,-18361.55258087651,-2.4943457556748427,6,NIFTY MS FIN SERV
SBIN,2026-02-09,2026-02-25,1146.0,1203.3770513354818,1116.61,29.39,1234.7,3.02,True,True,False,36377.050546695486,5.0067235022235534,16,NIFTY PSU BANK
BHARATFORG,2026-03-05,2026-03-09,1898.4,1868.1318501847256,1842.62,55.78,1935.5,0.67,False,True,True,-11653.237678880578,-1.5944031718960303,4,NIFTY AUTO
TORNTPHARM,2026-03-10,2026-03-16,4427.8,4350.593972572032,4326.21,101.59,4482.9,0.54,False,True,True,-12661.788498186812,-1.7436656449697052,6,NIFTY PHARMA
COALINDIA,2026-03-20,2026-03-23,468.15,455.2517303817335,455.25,12.9,472.4,0.33,False,False,True,-20031.01271716789,-2.7551574534372514,3,NIFTY ENERGY
ADANIPOWER,2026-04-01,2026-04-02,157.11,151.06435300981542,151.06,6.05,160.35,0.54,False,False,True,-27828.113095819685,-3.8480344918748632,1,NIFTY COMMODITIES
HINDZINC,2026-04-27,2026-04-29,628.0,606.6430753983846,606.41,21.59,633.3,0.25,False,True,True,-24453.678668849687,-3.4007841722317638,2,NIFTY METAL
NMDC,2026-04-24,2026-05-04,89.29,89.24508786564964,86.69,2.6,92.77,1.34,False,True,True,-361.00373590826695,-0.0502991761119564,10,NIFTY METAL
GVT&D,2026-05-05,2026-05-11,4578.9,4589.971226745928,4401.19,177.71,4849.0,1.52,False,True,False,1716.040145618913,0.2417879129469557,6,NIFTY ENERGY
NAM-INDIA,2026-05-05,2026-05-11,1052.8,1065.8041876282325,1008.6,44.2,1117.9,1.47,False,True,False,8803.835024313441,1.2352001926512646,6,NIFTY CAPITAL MKT
CGPOWER,2026-05-07,2026-05-12,859.1,845.9399911084646,831.2,27.9,886.8,0.99,False,True,True,-11120.207513347435,-1.5318366769334737,5,NIFTY ENERGY
HINDZINC,2026-05-12,2026-05-15,641.9,648.8243981246803,622.08,19.82,678.25,1.83,False,True,False,7686.08191839519,1.0787347133011993,3,NIFTY METAL
BHEL,2026-05-14,2026-05-15,413.15,397.9414895534776,397.94,15.21,417.9,0.31,False,False,True,-26447.599666502523,-3.681111084720423,1,NIFTY ENERGY
ADANIGREEN,2026-05-14,2026-05-18,1414.9,1359.9373166460523,1359.94,54.96,1471.0,1.02,False,False,True,-27866.080460451416,-3.884563103678529,4,NIFTY COMMODITIES
BSE,2026-05-14,2026-05-27,4037.6,4284.667553254243,3925.57,112.03,4446.8,3.65,True,True,False,43978.02447925529,6.119168646082906,13,NIFTY MS FIN SERV
ADANIPOWER,2026-05-25,2026-06-01,233.38,240.06760620911027,224.75,8.63,254.2,2.41,True,True,False,20397.19893778633,2.865543837993956,7,NIFTY COMMODITIES
SAIL,2026-05-19,2026-06-04,199.05,199.71449124929435,191.7,7.35,208.45,1.28,False,True,False,2365.588847487761,0.3338313234334755,16,NIFTY METAL
GVT&D,2026-06-04,2026-06-08,5086.5,4858.581754181457,4850.01,236.49,5148.5,0.26,False,True,True,-31908.554414596056,-4.480846275799532,4,NIFTY ENERGY
CGPOWER,2026-06-04,2026-06-08,937.9,908.3099271204446,907.83,30.07,952.0,0.47,False,True,True,-22606.81567998029,-3.1549283377284687,4,NIFTY ENERGY
ADANIGREEN,2026-06-05,2026-06-10,1525.7,1477.593123807438,1467.92,57.78,1544.8,0.33,False,True,True,-22562.124934311538,-3.153101933051184,5,NIFTY COMMODITIES
ADANIENSOL,2026-06-05,2026-06-11,1579.0,1514.8389022778754,1513.43,65.57,1614.8,0.55,False,True,True,-29064.977268122453,-4.063400742376477,6,NIFTY COMMODITIES
ADANIENT,2026-07-01,2026-07-07,3143.6,3123.222701989202,3054.14,89.46,3245.0,1.13,False,True,True,-4503.382860386327,-0.6482153585315564,6,NIFTY METAL
AUROPHARMA,2026-07-03,2026-07-07,1620.5,1580.5076729273835,1580.51,39.99,1636.8,0.41,False,False,True,-17236.692968297608,-2.4679004673012206,4,NIFTY MIDSML HLTH
PNBHOUSING,2026-07-10,2026-07-14,1110.6,1089.9966160373651,1078.48,32.12,1132.7,0.69,False,True,True,-12815.304824758834,-1.855157929284601,4,NIFTY MS FIN SERV
OFSS,2026-07-10,2026-07-17,11651.0,11403.51446876196,11286.16,364.84,11958.0,0.84,False,True,True,-14601.64634304439,-2.124156992859328,7,NIFTY MS IT TELCM
SUNPHARMA,2026-07-09,2026-07-22,1938.7,1931.1214391587548,1904.39,34.31,1966.5,0.81,False,True,True,-2697.967659483304,-0.3909094156519965,13,NIFTY PHARMA
TORNTPHARM,2026-07-20,2026-07-28,5005.4,4931.173871339787,4862.2,143.2,5078.5,0.51,False,True,True,-10168.979626449103,-1.4829210185042685,8,NIFTY PHARMA
SUNPHARMA,2026-07-27,2026-07-31,1973.7,1970.0948046439817,1941.96,31.74,2046.9,2.31,True,True,True,-1254.607983894398,-0.1826617700774413,4,NIFTY PHARMA
KALYANKJIL,2026-07-28,2026-08-03,608.35,609.2365200009074,582.78,25.57,648.95,1.59,False,True,False,999.9945610234944,0.1457253227430621,6,NIFTY CONSR DURBL
FEDERALBNK,2026-07-17,2026-08-04,349.0,364.55,341.01,7.99,371.7,2.84,True,True,False,30524.650000000023,4.455587392550142,18,NIFTY MS FIN SERV
DIVISLAB,2026-07-27,2026-08-04,7414.0,8385.338485927028,7260.2,153.8,8585.0,7.61,True,True,False,89363.14070528658,13.10140930573278,8,NIFTY PHARMA
SONACOMS,2026-07-30,2026-08-06,763.75,792.835698460481,742.16,21.59,824.6,2.82,True,True,False,25682.671740604736,3.8082747575098,7,NIFTY AUTO
HAL,2026-08-06,2026-08-12,4920.0,4829.338621631625,4818.54,101.46,5055.0,1.33,False,True,True,-13055.238485046022,-1.842710942446646,6,NIFTY IND DEFENCE
