symbol,entry_date,is_loss,entry_rsi14,atr_pct,vol_surge,entry_month,entry_year,holding_days,sector,ret_pct,mfe_r_multiple
IDFCFIRSTB,2022-10-12,False,66.2,3.88,1.4,10,2022,13,NIFTY MS FIN SERV,2.524383909578898,2.03
FEDERALBNK,2022-10-21,True,67.6,2.94,1.14,10,2022,7,NIFTY MS FIN SERV,-1.1048824544750424,0.87
COCHINSHIP,2022-11-02,True,72.4,4.21,1.74,11,2022,7,NIFTY IND DEFENCE,-0.4908577300266059,1.41
ITC,2022-10-31,False,62.9,1.77,1.05,10,2022,10,NIFTY FMCG,1.7012694622991376,2.07
NESTLEIND,2022-11-07,True,62.8,1.98,1.21,11,2022,3,NIFTY FMCG,-1.982242578987814,0.89
INDIANB,2022-11-03,False,72.8,3.86,1.73,11,2022,11,NIFTY PSU BANK,2.248460308261313,1.88
COCHINSHIP,2022-11-11,False,75.7,4.8,2.32,11,2022,10,NIFTY IND DEFENCE,1.424249208178452,1.5
HDFCBANK,2022-11-24,True,70.9,1.65,1.18,11,2022,4,NIFTY PVT BANK,-1.6100896147922317,0.25
NMDC,2022-11-18,False,73.3,3.94,1.16,11,2022,18,NIFTY METAL,7.749632388528926,2.81
UNIONBANK,2022-11-16,False,75.7,4.2,1.11,11,2022,23,NIFTY PSU BANK,30.46474242456152,9.62
JINDALSTEL,2022-11-30,False,68.4,2.64,2.53,11,2022,9,NIFTY METAL,3.758970287882968,2.67
HINDUNILVR,2022-12-06,False,61.4,1.87,0.99,12,2022,8,NIFTY FMCG,0.8437224163976076,1.76
HDFCBANK,2022-12-01,False,65.8,1.55,1.39,12,2022,14,NIFTY PVT BANK,1.2952182374829757,1.98
UNIONBANK,2022-12-13,True,76.7,4.7,1.64,12,2022,2,NIFTY PSU BANK,-4.209199090009818,0.63
VBL,2022-11-30,False,65.2,4.43,9.16,11,2022,16,NIFTY FMCG,8.271127570762516,3.3
TATASTEEL,2023-01-10,False,62.7,2.76,1.1,1,2023,14,NIFTY METAL,1.560594282226524,1.71
HINDZINC,2023-01-25,True,60.1,3.27,0.91,1,2023,2,NIFTY METAL,-3.2669768262381105,0.09
HCLTECH,2023-01-30,True,66.6,1.92,0.98,1,2023,8,NIFTY IT,-0.6178900154963141,1.0
ZYDUSLIFE,2023-02-16,True,67.4,2.43,1.04,2,2023,4,NIFTY PHARMA,-2.400411174236128,0.23
BAJAJ-AUTO,2023-02-13,True,63.4,2.05,0.98,2,2023,8,NIFTY AUTO,-1.195482432684325,0.64
PERSISTENT,2023-02-16,True,72.0,2.87,0.84,2,2023,6,NIFTY MS IT TELCM,-0.6842382282683523,1.37
ITC,2023-02-14,True,74.0,2.44,1.48,2,2023,13,NIFTY FMCG,-1.812331710242976,0.8
NTPC,2023-02-27,False,60.1,1.9,1.43,2,2023,15,NIFTY COMMODITIES,2.914104044900468,3.0
PETRONET,2023-03-15,True,67.0,2.26,1.73,3,2023,2,NIFTY OIL AND GAS,-1.721961575806985,0.58
ZYDUSLIFE,2023-03-29,False,65.8,2.1,1.35,3,2023,22,NIFTY PHARMA,3.507977254150063,2.82
NESTLEIND,2023-04-17,False,69.9,1.75,2.85,4,2023,8,NIFTY FMCG,0.5106816750074961,1.93
ALKEM,2023-04-21,False,65.1,2.18,2.35,4,2023,14,NIFTY MIDSML HLTH,1.3218469644002306,1.82
INDIANB,2023-04-24,False,61.8,3.7,1.2,4,2023,14,NIFTY PSU BANK,3.493093081075904,1.87
NHPC,2023-04-26,True,64.5,2.98,1.92,4,2023,14,NIFTY COMMODITIES,-0.2333055588197186,2.73
KEI,2023-05-05,False,70.6,3.22,1.92,5,2023,5,NIFTY EV,3.453498528624599,2.54
AUROPHARMA,2023-05-16,True,74.2,2.54,2.71,5,2023,1,NIFTY MIDSML HLTH,-2.539166193562281,0.41
BAJAJ-AUTO,2023-04-20,False,74.3,1.85,0.97,4,2023,29,NIFTY AUTO,4.0939821894472095,3.94
IDFCFIRSTB,2023-05-11,False,76.3,2.39,0.84,5,2023,8,NIFTY MS FIN SERV,1.6354111513617653,2.19
GLENMARK,2023-05-19,True,79.5,2.43,2.02,5,2023,3,NIFTY MIDSML HLTH,-5.814512253724169,0.37
KEI,2023-05-19,True,61.0,3.73,2.56,5,2023,5,NIFTY EV,-3.6237423568515448,0.28
INDIGO,2023-05-25,False,75.4,2.09,1.64,5,2023,6,NIFTY IND TOURISM,0.6904195118844214,2.24
MARICO,2023-05-26,False,66.7,1.89,1.37,5,2023,10,NIFTY FMCG,0.3287275427759972,1.42
COFORGE,2023-05-26,False,69.4,2.49,1.77,5,2023,11,NIFTY MS IT TELCM,0.5610300374778499,1.71
IDFCFIRSTB,2023-05-25,False,76.0,2.12,0.88,5,2023,14,NIFTY MS FIN SERV,6.470707360097272,4.34
HEROMOTOCO,2023-06-13,True,72.6,2.15,1.42,6,2023,2,NIFTY AUTO,-2.1041625929703045,0.25
KEI,2023-06-14,False,67.1,3.2,3.68,6,2023,5,NIFTY EV,1.2643583195119934,2.4
AUROPHARMA,2023-06-23,False,68.4,2.46,1.98,6,2023,10,NIFTY MIDSML HLTH,3.115818019950045,2.48
IDFCFIRSTB,2023-06-28,True,66.6,2.9,1.18,6,2023,6,NIFTY MS FIN SERV,-0.1013650265608512,1.04
GODREJPROP,2023-07-06,True,69.3,2.66,1.76,7,2023,4,NIFTY REALTY,-2.664093166704262,0.52
HAL,2023-06-30,False,65.8,2.98,0.71,6,2023,12,NIFTY IND DEFENCE,0.6572228633028532,1.35
RECLTD,2023-06-27,False,69.1,2.78,1.32,6,2023,16,NIFTY FINSEREXBNK,2.682856717069293,2.27
BEL,2023-07-06,True,61.2,2.69,0.88,7,2023,8,NIFTY IND DEFENCE,-0.3345828440453946,1.19
PFC,2023-06-27,False,69.0,2.77,1.51,6,2023,21,NIFTY FINSEREXBNK,6.547575521287041,3.91
HEROMOTOCO,2023-07-14,True,67.6,2.35,0.86,7,2023,6,NIFTY AUTO,-2.284521809124862,0.3
ITC,2023-07-19,False,72.1,1.5,1.66,7,2023,5,NIFTY FMCG,1.11756789708104,2.9
IDFCFIRSTB,2023-07-31,True,67.2,2.69,2.25,7,2023,2,NIFTY MS FIN SERV,-1.190613758654202,0.96
OBEROIRLTY,2023-08-04,True,68.4,3.16,1.4,8,2023,4,NIFTY REALTY,-3.151326033042124,0.46
NAUKRI,2023-08-04,True,68.5,2.5,4.09,8,2023,4,NIFTY INTERNET,-2.504444751441348,0.8
BSE,2023-07-26,False,74.5,3.06,1.04,7,2023,15,NIFTY MS FIN SERV,16.306462976123036,6.69
ALKEM,2023-08-03,False,76.2,2.07,1.64,8,2023,7,NIFTY MIDSML HLTH,2.8813331403786835,2.64
AUROPHARMA,2023-08-03,False,74.7,2.64,1.85,8,2023,11,NIFTY MIDSML HLTH,1.919585067634788,2.14
MOTILALOFS,2023-08-10,False,70.2,3.52,1.13,8,2023,7,NIFTY CAPITAL MKT,4.329647322108143,2.78
PFC,2023-08-17,True,75.8,3.08,1.36,8,2023,8,NIFTY FINSEREXBNK,-1.912438008279516,0.76
LICHSGFIN,2023-09-01,False,66.4,2.23,1.43,9,2023,11,NIFTY MS FIN SERV,2.6637631684289342,2.69
RECLTD,2023-09-07,False,68.1,3.23,0.8,9,2023,5,NIFTY FINSEREXBNK,6.19197040477526,4.93
CANBK,2023-09-22,True,71.6,2.99,3.12,9,2023,4,NIFTY PSU BANK,-2.977572339383372,0.27
BANKINDIA,2023-10-03,True,70.0,4.0,0.83,10,2023,1,NIFTY PSU BANK,-4.004488112654203,0.22
LICHSGFIN,2023-10-03,True,70.1,2.46,1.65,10,2023,1,NIFTY MS FIN SERV,-2.4556218434238497,0.32
BAJFINANCE,2023-10-06,True,73.6,1.95,2.37,10,2023,6,NIFTY FINSEREXBNK,-1.8429794288659096,0.13
MCX,2023-10-06,False,67.1,4.03,2.1,10,2023,17,NIFTY MS FIN SERV,9.724796614004848,4.56
PRESTIGE,2023-10-18,True,73.5,3.86,0.67,10,2023,5,NIFTY REALTY,-2.294027253273756,0.89
BSE,2023-10-06,False,74.4,4.76,1.67,10,2023,20,NIFTY MS FIN SERV,22.114298408362632,6.43
PERSISTENT,2023-10-27,False,66.2,2.63,2.13,10,2023,11,NIFTY MS IT TELCM,0.9705365122926636,1.64
OBEROIRLTY,2023-11-09,True,68.9,2.66,1.38,11,2023,4,NIFTY REALTY,-1.98181434334358,0.39
PRESTIGE,2023-10-31,False,68.9,5.08,0.55,10,2023,17,NIFTY REALTY,14.174045796195056,4.09
OBEROIRLTY,2023-11-15,False,70.4,2.73,3.24,11,2023,7,NIFTY REALTY,4.906473487133534,3.16
PERSISTENT,2023-11-16,False,70.4,2.07,1.01,11,2023,7,NIFTY MS IT TELCM,0.9754391621249026,1.72
AUROPHARMA,2023-11-17,False,75.3,2.56,1.05,11,2023,6,NIFTY MIDSML HLTH,2.075405488061821,1.96
TATAELXSI,2023-11-21,True,68.1,2.21,0.89,11,2023,7,NIFTY MS IT TELCM,-2.1364729062675947,0.47
CDSL,2023-11-23,False,70.4,3.95,0.7,11,2023,15,NIFTY MS FIN SERV,4.066167996148318,2.26
BSE,2023-11-28,False,68.0,5.49,1.31,11,2023,13,NIFTY MS FIN SERV,1.992394011766696,1.91
OBEROIRLTY,2023-12-14,True,72.9,2.71,0.96,12,2023,4,NIFTY REALTY,-2.6710982706308783,0.33
HAL,2023-11-24,False,76.5,2.35,2.0,11,2023,26,NIFTY IND DEFENCE,22.20573085967141,11.57
BDL,2023-11-24,False,68.7,3.03,4.04,11,2023,26,NIFTY IND DEFENCE,27.068543229065646,12.51
MANAPPURAM,2023-11-29,False,66.8,3.91,2.42,11,2023,21,NIFTY MS FIN SERV,3.052284109346637,2.38
PERSISTENT,2023-12-22,True,76.6,2.88,0.79,12,2023,10,NIFTY MS IT TELCM,-1.4916391990371314,0.6
BEL,2023-12-22,False,75.0,2.78,0.76,12,2023,11,NIFTY IND DEFENCE,2.9869411145564406,2.51
MANAPPURAM,2023-12-22,True,65.8,3.9,1.3,12,2023,11,NIFTY MS FIN SERV,-3.3801517978545803,0.13
COFORGE,2023-12-22,True,66.5,3.03,1.01,12,2023,11,NIFTY MS IT TELCM,-2.44249551632737,0.55
HAL,2023-12-26,True,72.1,3.1,0.81,12,2023,7,NIFTY IND DEFENCE,-2.522197244647306,0.45
OIL,2024-01-02,True,72.3,4.19,0.63,1,2024,8,NIFTY OIL AND GAS,-3.05320980730327,0.53
MANAPPURAM,2024-01-03,True,59.9,3.5,1.3,1,2024,7,NIFTY MS FIN SERV,-0.2354397880775516,1.37
BEL,2024-01-04,True,76.3,2.67,1.01,1,2024,6,NIFTY IND DEFENCE,-2.5620441216616663,0.35
HAL,2024-01-03,False,71.3,2.82,1.1,1,2024,13,NIFTY IND DEFENCE,3.060094512111755,2.58
NBCC,2024-01-03,False,68.8,4.21,4.26,1,2024,13,NIFTY MULTI INFRA,1.0098752600257832,1.71
RBLBANK,2024-01-11,True,65.1,3.79,1.21,1,2024,6,NIFTY MS FIN SERV,-3.595900512889716,0.51
BEL,2024-01-15,True,71.5,2.46,1.17,1,2024,2,NIFTY IND DEFENCE,-2.459264274421036,0.34
BHEL,2024-01-15,True,67.6,3.52,1.04,1,2024,3,NIFTY ENERGY,-0.8141116278229776,1.69
OIL,2024-01-18,False,64.9,3.86,1.64,1,2024,5,NIFTY OIL AND GAS,2.1883587587343323,2.31
BEL,2024-01-19,True,71.4,2.62,1.11,1,2024,4,NIFTY IND DEFENCE,-1.7833645016260502,0.73
COALINDIA,2024-01-19,False,59.2,2.48,1.3,1,2024,4,NIFTY ENERGY,1.413743671882961,2.26
NBCC,2024-01-19,False,67.1,4.43,2.7,1,2024,4,NIFTY MULTI INFRA,2.800041292942912,3.57
GODREJPROP,2024-01-25,False,66.7,2.79,1.04,1,2024,5,NIFTY REALTY,1.500475255888989,1.96
BEL,2024-01-29,True,64.3,2.83,1.61,1,2024,2,NIFTY IND DEFENCE,-2.8255744390207727,0.52
MOTILALOFS,2024-01-19,False,75.7,4.57,1.48,1,2024,21,NIFTY CAPITAL MKT,14.410536314824116,4.79
ONGC,2024-01-29,False,74.0,3.19,2.28,1,2024,11,NIFTY OIL AND GAS,4.559809159511752,2.87
UNIONBANK,2024-02-01,True,70.4,3.6,1.82,2,2024,8,NIFTY PSU BANK,-0.578232152612812,2.12
COALINDIA,2024-02-14,True,69.6,3.71,0.96,2,2024,5,NIFTY ENERGY,-0.6494177902294229,1.23
IOC,2024-02-14,True,70.2,4.67,1.02,2,2024,7,NIFTY OIL AND GAS,-0.8411623130896162,1.28
BPCL,2024-02-14,False,74.5,4.0,1.7,2,2024,7,NIFTY OIL AND GAS,1.3402093852422858,2.58
POWERGRID,2024-02-20,True,69.5,3.17,1.55,2,2024,2,NIFTY ENERGY,-3.1744151242893093,0.17
OIL,2024-02-14,False,68.0,5.49,1.76,2,2024,12,NIFTY OIL AND GAS,14.344086824468306,4.8
ONGC,2024-02-14,True,66.7,3.67,1.26,2,2024,12,NIFTY OIL AND GAS,-0.1508292286294343,1.25
BAJAJ-AUTO,2024-02-22,True,75.4,2.3,1.14,2,2024,6,NIFTY AUTO,-2.160725959123111,0.26
POWERGRID,2024-02-26,True,65.9,3.16,1.13,2,2024,2,NIFTY ENERGY,-1.5346524310633547,0.64
OIL,2024-03-01,False,65.6,5.66,1.12,3,2024,11,NIFTY OIL AND GAS,2.379638407420548,1.74
SIEMENS,2024-03-21,False,66.4,3.13,1.73,3,2024,25,NIFTY ENERGY,11.6105813922605,5.35
PHOENIXLTD,2024-04-16,True,71.2,4.47,1.68,4,2024,13,NIFTY REALTY,-2.5111997674217013,0.97
MOTILALOFS,2024-04-18,False,71.3,4.26,1.74,4,2024,11,NIFTY CAPITAL MKT,19.099619105477284,6.67
MAZDOCK,2024-04-23,False,61.5,4.35,2.3,4,2024,6,NIFTY IND DEFENCE,4.132608532812188,2.71
ONGC,2024-05-03,True,63.7,2.49,1.24,5,2024,3,NIFTY OIL AND GAS,-2.490110130567269,0.97
JINDALSTEL,2024-04-19,True,70.7,3.12,1.43,4,2024,18,NIFTY METAL,-1.1945162354262462,1.13
SIEMENS,2024-04-18,False,68.8,2.71,1.56,4,2024,21,NIFTY ENERGY,10.048677323860012,5.01
CGPOWER,2024-05-07,False,70.5,3.36,4.41,5,2024,14,NIFTY ENERGY,12.223916988807094,5.13
SUPREMEIND,2024-05-27,True,68.6,3.98,1.11,5,2024,2,NIFTY MULTI MFG,-3.246681278242569,1.05
MAZDOCK,2024-05-29,True,77.3,5.41,2.78,5,2024,2,NIFTY IND DEFENCE,-5.408087996648813,0.66
ADANIPOWER,2024-05-30,False,67.2,3.7,1.29,5,2024,5,NIFTY COMMODITIES,19.642643899004145,7.64
CGPOWER,2024-05-30,False,65.9,3.67,1.39,5,2024,5,NIFTY ENERGY,1.9873651238651924,2.21
BEL,2024-05-31,False,78.6,3.44,1.1,5,2024,4,NIFTY IND DEFENCE,3.827333808084488,2.66
ABB,2024-05-31,False,70.3,2.53,0.92,5,2024,4,NIFTY ENERGY,2.1948634472561013,2.12
GVT&D,2024-05-31,True,66.1,5.44,2.25,5,2024,5,NIFTY ENERGY,-5.877163965156019,0.92
HEROMOTOCO,2024-06-04,False,71.7,2.88,1.95,6,2024,2,NIFTY AUTO,3.249651484618643,3.04
MOTILALOFS,2024-06-19,True,67.5,4.83,1.3,6,2024,2,NIFTY CAPITAL MKT,-4.109247018540152,0.39
PRESTIGE,2024-06-20,True,69.3,5.67,1.63,6,2024,6,NIFTY REALTY,-3.40736077996684,0.53
MOTHERSON,2024-06-05,False,68.4,4.36,1.14,6,2024,23,NIFTY AUTO,26.203206763680843,7.26
UNOMINDA,2024-06-06,False,78.5,4.91,5.18,6,2024,32,NIFTY AUTO,14.501220752370193,4.87
GODREJPROP,2024-06-24,False,62.9,3.73,1.48,6,2024,16,NIFTY REALTY,3.759262040790823,2.13
PGEL,2024-07-09,True,78.8,4.82,1.6,7,2024,2,NIFTY CONSR DURBL,-4.820385601687915,0.4
MAZDOCK,2024-07-11,True,76.7,6.04,0.87,7,2024,4,NIFTY IND DEFENCE,-5.911926319574579,0.19
NBCC,2024-07-11,True,75.1,4.76,1.2,7,2024,5,NIFTY MULTI INFRA,-4.573961052295195,0.33
OFSS,2024-07-12,False,73.5,2.9,1.46,7,2024,7,NIFTY MS IT TELCM,1.97179889550545,2.23
ZYDUSLIFE,2024-08-07,True,69.7,2.76,1.8,8,2024,5,NIFTY PHARMA,-0.586508241399919,1.46
GVT&D,2024-08-07,True,64.0,5.26,1.08,8,2024,6,NIFTY ENERGY,-4.738229119038628,0.39
OIL,2024-08-07,False,64.8,5.26,1.96,8,2024,7,NIFTY OIL AND GAS,5.865031754919481,2.97
PGEL,2024-08-16,False,72.0,5.45,2.14,8,2024,10,NIFTY CONSR DURBL,8.048163015526754,3.81
TRENT,2024-08-28,True,78.9,3.02,1.76,8,2024,6,NIFTY NONCYC CONS,-2.875857341929655,0.38
BAJAJ-AUTO,2024-08-22,False,61.0,1.89,1.52,8,2024,13,NIFTY AUTO,10.064566343734205,6.61
LUPIN,2024-08-27,False,75.3,2.16,1.17,8,2024,13,NIFTY MIDSML HLTH,2.3209228431304574,3.0
MOTILALOFS,2024-09-02,True,68.4,4.27,1.51,9,2024,7,NIFTY CAPITAL MKT,-1.0953959077868003,1.7
SHRIRAMFIN,2024-09-09,True,70.1,2.51,1.38,9,2024,1,NIFTY FINSEREXBNK,-2.5064572062398205,0.27
BIOCON,2024-09-10,True,68.0,3.12,1.84,9,2024,3,NIFTY MIDSML HLTH,-3.1161141289313354,0.69
BIOCON,2024-09-16,True,66.6,3.25,1.29,9,2024,1,NIFTY MIDSML HLTH,-3.252639064537166,0.36
PGEL,2024-08-30,False,62.9,5.75,1.48,8,2024,20,NIFTY CONSR DURBL,15.665377716910678,4.07
VOLTAS,2024-09-09,False,70.8,2.65,0.66,9,2024,14,NIFTY CONSR DURBL,3.7241407129754656,2.63
BAJAJHLDNG,2024-09-18,False,66.5,2.74,2.0,9,2024,6,NIFTY FINSEREXBNK,0.5221701086694841,1.88
SHRIRAMFIN,2024-09-12,False,71.4,2.52,1.54,9,2024,13,NIFTY FINSEREXBNK,2.5464129127919843,2.61
NAUKRI,2024-09-19,False,65.4,2.59,4.02,9,2024,6,NIFTY INTERNET,0.4490858659715657,1.75
BAJAJ-AUTO,2024-09-10,False,72.1,1.82,1.27,9,2024,20,NIFTY AUTO,13.093689652612351,8.96
TITAN,2024-09-27,True,64.0,1.95,1.86,9,2024,6,NIFTY CONSR DURBL,-3.343202242775168,0.68
NAUKRI,2024-09-27,True,67.0,2.61,1.68,9,2024,10,NIFTY INTERNET,-2.183703709759055,0.66
BSE,2024-10-01,False,66.9,5.22,1.07,10,2024,6,NIFTY MS FIN SERV,0.4735015091758221,1.99
M&M,2024-10-08,True,64.8,2.81,1.56,10,2024,7,NIFTY AUTO,-1.7506058214069142,0.61
TECHM,2024-10-17,True,61.0,2.52,1.52,10,2024,1,NIFTY IT,-2.521119021653928,0.26
AMBER,2024-10-08,False,61.6,4.88,0.73,10,2024,14,NIFTY CONSR DURBL,19.430505626106065,5.74
MCX,2024-10-18,True,75.7,2.96,1.25,10,2024,4,NIFTY MS FIN SERV,-1.9506562421420013,0.72
MCX,2024-10-29,True,70.1,3.49,1.66,10,2024,1,NIFTY MS FIN SERV,-3.4929233450876285,0.19
RADICO,2024-10-30,True,69.3,4.89,1.26,10,2024,12,NIFTY FMCG,-4.3904562509069045,0.44
MOTILALOFS,2024-11-08,True,62.3,5.58,2.27,11,2024,5,NIFTY CAPITAL MKT,-5.329385370522067,0.49
INDHOTEL,2024-11-14,False,63.7,3.11,1.25,11,2024,14,NIFTY IND TOURISM,4.788301424034058,2.98
PGEL,2024-11-27,False,66.1,5.29,1.91,11,2024,13,NIFTY CONSR DURBL,14.863285442521711,4.03
NAUKRI,2024-12-02,False,62.3,3.03,1.0,12,2024,17,NIFTY INTERNET,2.4267534773601662,1.95
360ONE,2024-12-16,True,70.2,3.42,1.39,12,2024,3,NIFTY MS FIN SERV,-2.990180296200906,0.65
INDHOTEL,2024-11-29,False,67.7,2.76,0.94,11,2024,21,NIFTY IND TOURISM,8.821107243555248,4.24
360ONE,2024-12-20,True,67.6,3.39,2.01,12,2024,4,NIFTY MS FIN SERV,-3.3943077072855043,0.74
PERSISTENT,2024-12-30,True,68.6,2.72,4.8,12,2024,1,NIFTY MS IT TELCM,-2.7193311221793914,0.73
360ONE,2024-12-26,True,66.8,3.81,1.62,12,2024,11,NIFTY MS FIN SERV,-0.4588885698959988,1.29
NAUKRI,2025-01-02,True,64.5,2.52,1.04,1,2025,4,NIFTY INTERNET,-0.8740460704636965,1.12
PGEL,2024-12-24,False,71.6,5.52,1.34,12,2024,14,NIFTY CONSR DURBL,0.7380704498824553,1.64
BAJFINANCE,2025-01-14,True,60.8,2.3,0.97,1,2025,1,NIFTY FINSEREXBNK,-2.297853599931188,0.33
BAJAJFINSV,2025-01-28,True,62.6,2.38,1.37,1,2025,2,NIFTY FINSEREXBNK,-1.1509419170949498,2.07
WIPRO,2025-01-29,True,61.1,2.93,1.09,1,2025,3,NIFTY IT,-2.844637620416779,0.35
BAJFINANCE,2025-01-28,False,62.6,2.58,2.26,1,2025,13,NIFTY FINSEREXBNK,8.804328763516267,5.35
KOTAKBANK,2025-02-04,True,62.5,2.19,1.28,2,2025,7,NIFTY PVT BANK,-0.5123167708882215,0.99
KOTAKBANK,2025-02-13,True,63.9,2.2,2.85,2,2025,8,NIFTY PVT BANK,-1.3996085921950896,0.51
ASHOKLEY,2025-02-25,True,59.8,3.36,1.04,2,2025,3,NIFTY AUTO,-3.283786183167947,0.16
SBICARD,2025-02-27,True,64.1,2.74,1.21,2,2025,1,NIFTY MS FIN SERV,-2.736519672414406,0.34
BAJAJFINSV,2025-02-27,True,67.9,2.47,1.5,2,2025,1,NIFTY FINSEREXBNK,-2.4714775692175173,0.28
BAJFINANCE,2025-02-13,False,68.4,2.83,1.04,2,2025,18,NIFTY FINSEREXBNK,1.1128012068987614,1.38
CHOLAFIN,2025-02-27,True,64.1,3.45,2.54,2,2025,5,NIFTY FINSEREXBNK,-3.312494658733112,0.31
HINDALCO,2025-03-18,True,69.1,2.74,0.87,3,2025,7,NIFTY METAL,-1.391645338839809,0.9
INDIGO,2025-03-12,False,64.7,2.71,1.33,3,2025,20,NIFTY IND TOURISM,5.686667145193458,3.6
MUTHOOTFIN,2025-03-28,True,63.7,2.72,1.35,3,2025,5,NIFTY FINSEREXBNK,-2.7136552474110176,0.28
MAZDOCK,2025-04-03,True,68.4,4.4,1.21,4,2025,1,NIFTY IND DEFENCE,-5.937791090573697,0.13
INDIGO,2025-04-04,True,65.3,2.51,1.44,4,2025,3,NIFTY IND TOURISM,-6.84265233677851,0.4
INDIGO,2025-04-08,False,64.5,3.03,1.2,4,2025,17,NIFTY IND TOURISM,4.881860158981954,3.15
BDL,2025-04-28,True,69.8,4.61,2.73,4,2025,2,NIFTY IND DEFENCE,-1.2757804611707169,1.13
PNBHOUSING,2025-04-29,True,66.1,3.94,6.05,4,2025,9,NIFTY MS FIN SERV,-1.1314446646611298,1.42
BDL,2025-05-09,False,62.3,5.08,4.46,5,2025,11,NIFTY IND DEFENCE,14.312810986338963,5.23
BSE,2025-05-07,False,64.9,4.47,3.1,5,2025,15,NIFTY MS FIN SERV,8.00268179427357,3.15
ICICIBANK,2025-05-15,True,63.0,2.0,1.45,5,2025,7,NIFTY PVT BANK,-1.555148293570929,0.31
BDL,2025-05-21,True,75.7,5.02,0.95,5,2025,7,NIFTY IND DEFENCE,-0.9099616858237568,1.19
BAJAJHLDNG,2025-05-23,True,64.4,4.32,1.37,5,2025,6,NIFTY FINSEREXBNK,-2.3696308856774984,0.67
MAZDOCK,2025-05-22,True,69.3,5.37,0.85,5,2025,8,NIFTY IND DEFENCE,-0.8571428571428563,1.46
BDL,2025-05-30,True,76.4,4.65,1.41,5,2025,10,NIFTY IND DEFENCE,-4.3732892138319,0.87
NAM-INDIA,2025-05-30,False,64.4,3.56,1.62,5,2025,11,NIFTY CAPITAL MKT,5.147578721806512,3.07
HDFCAMC,2025-06-05,False,64.8,2.44,1.61,6,2025,7,NIFTY FINSEREXBNK,5.914614247584304,4.12
ABCAPITAL,2025-05-21,False,66.4,3.34,1.09,5,2025,23,NIFTY MS FIN SERV,6.565519732683089,4.0
BEL,2025-06-16,True,74.3,2.33,1.1,6,2025,3,NIFTY IND DEFENCE,-2.236867549648447,0.39
BEL,2025-06-20,False,72.8,2.29,4.65,6,2025,5,NIFTY IND DEFENCE,0.7241991121918812,1.95
ABCAPITAL,2025-06-16,False,74.7,2.92,1.07,6,2025,11,NIFTY MS FIN SERV,8.353225229380069,4.03
MFSL,2025-06-16,False,78.4,2.26,1.12,6,2025,17,NIFTY MS FIN SERV,2.768443830446921,2.52
LTF,2025-06-16,False,65.1,3.08,1.01,6,2025,18,NIFTY MS FIN SERV,5.516443923595227,3.08
MCX,2025-06-16,False,73.0,3.35,1.54,6,2025,21,NIFTY MS FIN SERV,12.33986551177284,4.89
BEL,2025-06-27,False,66.8,2.38,1.41,6,2025,10,NIFTY IND DEFENCE,1.956904705893048,2.18
MOTILALOFS,2025-07-03,True,71.9,3.34,4.96,7,2025,15,NIFTY CAPITAL MKT,-1.412947433559597,1.1
RBLBANK,2025-07-09,True,68.9,3.37,1.13,7,2025,9,NIFTY MS FIN SERV,-0.0027379095265289,1.4
NAM-INDIA,2025-07-15,True,68.4,3.01,1.92,7,2025,3,NIFTY CAPITAL MKT,-0.2331898599907234,1.22
NAM-INDIA,2025-07-21,True,66.4,3.1,1.15,7,2025,3,NIFTY CAPITAL MKT,-2.987930628381408,0.38
HDFCAMC,2025-07-15,False,64.7,2.35,2.5,7,2025,10,NIFTY FINSEREXBNK,4.226472687218785,2.99
GVT&D,2025-08-13,True,73.3,3.38,2.12,8,2025,1,NIFTY ENERGY,-3.3833227626970275,0.23
DMART,2025-09-04,True,72.7,2.28,1.56,9,2025,4,NIFTY NONCYC CONS,-2.28177387780828,1.09
