symbol,entry_date,exit_date,ret_pct,r_multiple_reached,reached_1R,reached_1_5R,reached_2R
NMDC,2026-01-14,2026-01-19,-2.1296933618621283,0.8179141695626628,False,False,False
PETRONET,2026-01-14,2026-01-19,-2.700689198734896,0.11476954755430832,False,False,False
UNIONBANK,2026-02-09,2026-02-17,4.704749530179941,1.3224230906570962,True,False,False
MARICO,2026-02-09,2026-02-18,2.902374670184704,2.1185094167743537,True,True,True
RBLBANK,2026-02-12,2026-02-19,5.747799383406194,3.525682087563982,True,True,True
SBILIFE,2026-02-13,2026-02-23,3.462481608631673,2.0668503867010357,True,True,True
OIL,2026-02-24,2026-02-25,-2.372029567847822,0.1607787390174964,False,False,False
COALINDIA,2026-02-24,2026-03-02,-2.434185867222272,1.0646885835875344,True,False,False
BLUESTARCO,2026-02-25,2026-03-02,-2.2213840170392296,0.16038579761205732,False,False,False
BEL,2026-02-26,2026-03-05,4.399999144750422,2.702935276686093,True,True,True
BANKINDIA,2026-02-17,2026-03-06,-4.509050576615604,1.5433607895301333,True,True,False
BSE,2026-03-17,2026-03-23,-4.381600031078681,0.8705299560369414,False,False,False
MCX,2026-02-03,2026-04-15,13.947579816001388,1.0270599945610699,True,False,False
TORNTPHARM,2026-04-17,2026-04-22,-1.969468624947324,0.4661844405943573,False,False,False
POLYCAB,2026-05-04,2026-05-07,6.526744512804861,3.7003283868200807,True,True,True
AUROPHARMA,2026-04-06,2026-05-08,11.74975816785908,2.1061216776365645,True,True,True
GRASIM,2026-05-04,2026-05-08,6.083968272590123,1.9888390959351896,True,True,False
PIDILITIND,2026-05-19,2026-06-10,4.422735947159273,2.149928005917135,True,True,True
ADANIPORTS,2026-06-10,2026-06-11,-2.62601837214601,0.4299903328661827,False,False,False
RBLBANK,2026-04-29,2026-06-12,11.92676880795498,2.0107792961465005,True,True,True
NMDC,2026-05-14,2026-06-23,-6.310921862640317,0.9352068360490887,False,False,False
MOTHERSON,2026-06-19,2026-06-23,-2.470238972918437,0.14713964518559067,False,False,False
CUMMINSIND,2026-06-23,2026-06-24,-3.190306574234403,0.1449978034308387,False,False,False
TORNTPHARM,2026-06-23,2026-06-29,4.905954368391763,2.0152268739839347,True,True,True
CGPOWER,2026-06-15,2026-07-01,4.977952487890169,1.5760953708004348,True,True,False
NAM-INDIA,2026-06-15,2026-07-02,9.440655786088548,2.490811052857437,True,True,True
UNIONBANK,2026-07-21,2026-07-23,-5.841312696039913,0.1519599940647685,False,False,False
BAJFINANCE,2026-07-16,2026-07-24,-3.388634341915675,0.9813152898027935,False,False,False
SHRIRAMFIN,2026-07-21,2026-07-24,-2.57204195484384,1.350259839336629,True,False,False
NYKAA,2026-07-27,2026-08-03,4.658061343543252,2.3182395358861183,True,True,True
HAL,2026-07-31,2026-08-06,3.356776881321122,4.443734174230788,True,True,True
BHEL,2026-08-05,2026-08-06,-2.093006945816433,0.08021687740453307,False,False,False
BHARTIARTL,2026-08-05,2026-08-11,-4.350099009900998,0.12518208302986153,False,False,False
