symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,sector,pnl,ret_pct,holding_days,ema13_gt_ema21
PHOENIXLTD,2024-06-04,2024-07-12,1628.85,1951.4,213,rebalance,NIFTY REALTY,68703.15000000004,19.8023145163766,38,True
SIEMENS,2024-06-05,2024-07-18,4973.2,5498.346639217207,86,stop,NIFTY ENERGY,45162.6109726798,10.559531875195184,43,True
HAL,2024-06-25,2024-07-18,5371.65,5093.831930747249,54,stop,NIFTY IND DEFENCE,-15002.175739648515,-5.171931701669886,23,True
CUMMINSIND,2024-06-05,2024-07-19,3404.1,3755.4996687036128,107,stop,,37599.76455128658,10.32283624757242,44,True
BEL,2024-07-08,2024-07-19,334.6,309.9,1304,stop,NIFTY IND DEFENCE,-32208.80000000006,-7.381948595337729,11,True
BDL,2024-07-12,2024-07-19,1665.55,1497.5691560268706,304,stop,NIFTY IND DEFENCE,-51066.17656783133,-10.085607995744915,7,True
MOTHERSON,2024-07-18,2024-07-19,136.21,128.07781850826473,3140,stop,NIFTY AUTO,-25535.04988404878,-5.97032632826906,1,True
GVT&D,2024-05-30,2024-07-22,1296.4,1439.6,278,stop,NIFTY ENERGY,39809.59999999995,11.04597346497993,53,True
OIL,2024-07-18,2024-07-23,584.8498181818183,522.9676427272535,550,stop,NIFTY OIL AND GAS,-34035.1965000106,-10.580865981448728,5,True
BEL,2024-07-19,2024-07-23,306.3,284.5277770324641,1540,stop,NIFTY IND DEFENCE,-33529.223370005326,-7.108136783394037,4,True
NBCC,2024-07-22,2024-07-23,123.33,110.3921739526657,3245,stop,NIFTY MULTI INFRA,-41983.2455235998,-10.490412752237331,1,True
MAZDOCK,2024-07-10,2024-07-25,2679.4974358974355,2428.25,117,rebalance,NIFTY IND DEFENCE,-29395.94999999995,-9.37666267306152,15,True
ZYDUSLIFE,2024-07-25,2024-07-30,1205.8,1219.4,237,rebalance,NIFTY PHARMA,3223.200000000033,1.127881904130046,5,True
OFSS,2024-07-12,2024-07-31,9944.0,10404.0,37,rebalance,NIFTY MS IT TELCM,17020.0,4.625905068382941,19,True
NBCC,2024-07-23,2024-07-31,118.17,120.81,3860,rebalance,NIFTY MULTI INFRA,10190.4,2.234069560802232,8,True
EICHERMOT,2024-07-23,2024-07-31,4919.55,4962.7,61,rebalance,NIFTY AUTO,2632.149999999978,0.8771127440517779,8,True
COCHINSHIP,2024-06-19,2024-08-05,2255.7167857142854,2416.1,140,stop,NIFTY IND DEFENCE,22453.650000000034,7.11007761707676,47,True
MOTHERSON,2024-07-19,2024-08-05,128.13,119.23324656851318,3681,stop,NIFTY AUTO,-32748.94938130297,-6.943536589000865,17,True
M&M,2024-07-19,2024-08-05,2749.3,2679.65,114,stop,NIFTY AUTO,-7940.10000000001,-2.5333721310879187,17,True
BEL,2024-07-31,2024-08-05,316.05,289.85,1482,stop,NIFTY IND DEFENCE,-38828.39999999998,-8.28982755893054,5,True
DIXON,2024-07-31,2024-08-05,12106.45,10950.05,30,stop,NIFTY CONSR DURBL,-34692.000000000044,-9.551933060476037,5,True
TRENT,2024-07-31,2024-08-05,3892.7,3573.3,83,stop,NIFTY NONCYC CONS,-26510.199999999968,-8.205101857322672,5,True
GODFRYPHLP,2024-07-19,2024-08-05,1403.0,1330.0,289,rebalance,,-21097.0,-5.203136136849606,17,True
MAZDOCK,2024-07-30,2024-08-05,2684.5,2399.75,107,rebalance,NIFTY IND DEFENCE,-30468.25,-10.607189420748742,6,True
TRENT,2024-08-05,2024-08-06,3564.6,3480.5,120,rebalance,NIFTY NONCYC CONS,-10091.999999999987,-2.3593110026370434,1,True
RVNL,2024-06-04,2024-08-08,351.54725274725274,532.1436766085372,819,stop,,147908.47114239202,51.371877450319744,65,True
ZYDUSLIFE,2024-08-05,2024-08-13,1227.55,1194.3538895480233,350,stop,NIFTY PHARMA,-11618.638658191832,-2.7042572972161394,8,True
MAZDOCK,2024-08-08,2024-08-13,2442.55,2416.8,178,rebalance,NIFTY IND DEFENCE,-4583.5,-1.054226116149104,5,True
GVT&D,2024-08-05,2024-08-21,1715.05,1717.5,251,rebalance,NIFTY ENERGY,614.9500000000114,0.1428529780472809,16,True
OIL,2024-08-05,2024-08-21,575.65,671.3,596,rebalance,NIFTY OIL AND GAS,57007.39999999999,16.615999305133332,16,True
BEL,2024-08-21,2024-08-28,305.4,299.95,1571,rebalance,NIFTY IND DEFENCE,-8561.949999999983,-1.7845448592010429,7,False
DIXON,2024-08-13,2024-09-06,11986.15,12229.69652389439,34,stop,NIFTY CONSR DURBL,8280.581812409284,2.0318995164785303,24,True
UNOMINDA,2024-08-21,2024-09-09,1167.95,1076.9151692712956,301,stop,NIFTY AUTO,-27401.48404934005,-7.794411638229759,19,True
RVNL,2024-09-06,2024-09-17,569.55,530.55,730,rebalance,,-28470.0,-6.84751119304714,11,True
CROMPTON,2024-08-05,2024-09-24,428.66639705882346,439.1692496841607,680,stop,NIFTY CONSR DURBL,7141.939785229333,2.450122682206879,50,True
360ONE,2024-08-05,2024-09-25,1016.2224561403508,1034.4,285,rebalance,NIFTY MS FIN SERV,5180.600000000015,1.788736683569092,51,True
GODFRYPHLP,2024-08-06,2024-09-27,1357.0,2341.704273721826,307,stop,,302304.21203260066,72.56479541059883,52,False
NAM-INDIA,2024-09-24,2024-09-27,682.5,657.8,438,rebalance,NIFTY CAPITAL MKT,-10818.60000000002,-3.6190476190476217,3,False
BAJAJ-AUTO,2024-08-05,2024-10-03,9250.5,11442.0,31,stop,NIFTY AUTO,67936.5,23.69061131830712,59,True
MOTILALOFS,2024-08-28,2024-10-03,744.4,699.4066584476743,633,stop,NIFTY CAPITAL MKT,-28480.785202622144,-6.044242551360246,36,True
HAVELLS,2024-09-27,2024-10-03,2031.3,1945.0165519145885,241,stop,NIFTY CONSR DURBL,-20794.310988584217,-4.2476959624581205,6,True
TRENT,2024-08-13,2024-10-04,4254.5,4852.763733770615,103,stop,NIFTY NONCYC CONS,61621.16457837331,14.06190466025654,52,True
VOLTAS,2024-09-09,2024-10-04,1817.95,1801.627533942486,178,stop,NIFTY CONSR DURBL,-2905.398958237496,-0.8978501090521784,25,True
CDSL,2024-09-27,2024-10-04,1463.05,1373.8,353,rebalance,NIFTY MS FIN SERV,-31505.25,-6.100269983937667,7,True
PGEL,2024-07-23,2024-10-07,370.7,582.6521781134056,873,stop,NIFTY CONSR DURBL,185034.25149300316,57.17620127148791,76,True
BLUESTARCO,2024-10-03,2024-10-07,2147.15,1976.602113865112,232,stop,NIFTY CONSR DURBL,-39567.10958329399,-7.942988898534709,4,True
MOTILALOFS,2024-10-04,2024-10-07,727.25,703.9,674,rebalance,NIFTY CAPITAL MKT,-15737.900000000016,-3.210725335166731,3,True
VOLTAS,2024-10-04,2024-10-09,1809.6,1786.5,182,rebalance,NIFTY CONSR DURBL,-4204.199999999983,-1.2765251989389823,5,True
BAJAJ-AUTO,2024-10-03,2024-10-15,11514.5,11236.5,29,rebalance,NIFTY AUTO,-8062.0,-2.414347127534844,12,True
LTM,2024-10-07,2024-10-18,6254.95,6022.070962982503,76,stop,NIFTY IT,-17698.80681332974,-3.723115884499417,11,True
INFY,2024-10-07,2024-10-18,1893.3,1839.8,252,rebalance,NIFTY IT,-13482.0,-2.8257539745418003,11,True
NAUKRI,2024-08-05,2024-10-22,1399.3,1556.908751109802,210,stop,NIFTY INTERNET,33097.837733058404,11.26339963623253,78,True
TRENT,2024-10-04,2024-10-22,4902.2,5020.324407178515,99,stop,NIFTY NONCYC CONS,11694.31631067298,2.409620316970229,18,True
PGEL,2024-10-09,2024-10-22,619.2752371916508,571.9,527,rebalance,NIFTY CONSR DURBL,-24966.75,-7.650110055504989,13,True
NAM-INDIA,2024-10-15,2024-10-22,707.05,659.8,460,rebalance,NIFTY CAPITAL MKT,-21735.0,-6.68269570751715,7,True
CDSL,2024-10-18,2024-10-23,1579.3,1448.1406861020585,313,stop,NIFTY MS FIN SERV,-41052.86525005569,-8.304901785470875,5,True
BLUESTARCO,2024-10-07,2024-10-24,1935.6,1869.55,247,rebalance,NIFTY CONSR DURBL,-16314.34999999999,-3.4123785906178927,17,True
DIXON,2024-09-17,2024-10-25,14091.3,14130.324553635392,27,stop,NIFTY CONSR DURBL,1053.662948155592,0.2769407622816411,38,True
BSE,2024-09-25,2024-10-25,1279.3493723849372,1354.0,239,rebalance,NIFTY MS FIN SERV,17841.50000000002,5.8350462529168645,30,True
MOTILALOFS,2024-10-22,2024-10-25,927.15,872.0,507,rebalance,NIFTY CAPITAL MKT,-27961.04999999999,-5.948336299412171,3,True
PGEL,2024-10-23,2024-10-25,585.8,566.0,774,rebalance,NIFTY CONSR DURBL,-15325.199999999964,-3.379993171730955,2,False
NAM-INDIA,2024-10-24,2024-10-29,679.2,670.7,679,rebalance,NIFTY CAPITAL MKT,-5771.5,-1.2514723203769118,5,True
TRENT,2024-10-22,2024-10-30,4998.2,4835.0,64,rebalance,NIFTY NONCYC CONS,-10444.799999999988,-3.265175463166736,8,True
TECHM,2024-10-18,2024-10-31,1615.6,1540.4901087541853,264,stop,NIFTY IT,-19829.011288895068,-4.649040062256415,13,True
HCLTECH,2024-10-22,2024-10-31,1822.75,1759.5912395806506,175,stop,NIFTY IT,-11052.783073386145,-3.4650259453764543,9,True
SUNPHARMA,2024-10-25,2024-11-04,1860.4,1793.463455451177,170,stop,NIFTY PHARMA,-11379.21257329993,-3.5979651982811838,10,False
MCX,2024-10-22,2024-11-12,1286.0,1221.9647890186618,249,stop,NIFTY MS FIN SERV,-15944.76753435321,-4.979409874132057,21,True
NAM-INDIA,2024-10-31,2024-11-13,708.2,670.05,570,rebalance,NIFTY CAPITAL MKT,-21745.50000000005,-5.386896356961324,13,True
CDSL,2024-11-04,2024-11-13,1521.8,1435.25,200,rebalance,NIFTY MS FIN SERV,-17309.999999999993,-5.687343934814038,9,True
AMBER,2024-10-03,2024-12-04,5163.85,6013.75,84,rebalance,NIFTY CONSR DURBL,71391.59999999998,16.458650038246645,62,True
TECHM,2024-11-13,2024-12-20,1603.8,1617.7048010052908,197,stop,NIFTY IT,2739.245798042306,0.8669909593023384,37,True
MOTILALOFS,2024-10-29,2024-12-26,947.8,915.25,482,rebalance,NIFTY CAPITAL MKT,-15689.09999999998,-3.43426883308714,58,True
NAM-INDIA,2024-12-20,2024-12-30,750.25,716.95,426,rebalance,NIFTY CAPITAL MKT,-14185.79999999998,-4.438520493168941,10,True
DIXON,2024-11-13,2024-12-31,14719.95,17486.938988343067,24,stop,NIFTY CONSR DURBL,66407.73572023358,18.79754339072528,48,True
WIPRO,2024-10-25,2025-01-02,259.7,290.4,1830,rebalance,NIFTY IT,56180.99999999998,11.821332306507504,69,True
BSE,2024-10-31,2025-01-06,1489.8087557603687,1735.2204381724798,217,stop,NIFTY MS FIN SERV,53254.3350834281,16.472697013171867,67,True
MOTILALOFS,2024-12-30,2025-01-06,965.9110410094638,925.25,317,rebalance,NIFTY CAPITAL MKT,-12889.55000000003,-4.20960515856299,7,False
NAM-INDIA,2024-12-31,2025-01-07,727.0,722.75,578,rebalance,NIFTY CAPITAL MKT,-2456.5,-0.5845942228335677,7,True
PERSISTENT,2024-10-25,2025-01-08,5670.9,6218.335114171563,83,stop,NIFTY MS IT TELCM,45437.11447623976,9.653407998228914,75,True
NAUKRI,2024-12-04,2025-01-08,1689.0,1671.430825365694,292,stop,NIFTY INTERNET,-5130.198993217326,-1.0402116420548224,35,True
360ONE,2025-01-02,2025-01-08,1292.9,1195.0,410,stop,NIFTY MS FIN SERV,-40139.00000000004,-7.57212468094981,6,True
LUPIN,2025-01-06,2025-01-08,2360.3,2252.5247036049977,147,stop,NIFTY MIDSML HLTH,-15842.96857006536,-4.566169401982901,2,True
CDSL,2024-12-26,2025-01-09,1806.65,1686.6835415179935,244,stop,NIFTY MS FIN SERV,-29271.81586960956,-6.640271136191645,14,True
MOTILALOFS,2025-01-07,2025-01-09,970.0,901.2,432,rebalance,NIFTY CAPITAL MKT,-29721.59999999998,-7.092783505154632,2,True
PGEL,2024-10-30,2025-01-10,599.95,873.9536740113663,516,stop,NIFTY CONSR DURBL,141385.89578986497,45.67108492563816,72,False
COFORGE,2024-10-25,2025-01-13,1548.0,1827.022499701102,208,stop,NIFTY MS IT TELCM,58036.679937829234,18.02470928301694,80,True
AMBER,2025-01-06,2025-01-13,7664.8,6990.470087264245,42,stop,NIFTY CONSR DURBL,-28321.85633490171,-8.797749618199491,7,True
MAXHEALTH,2025-01-08,2025-01-13,1203.2,1122.3,416,stop,NIFTY HEALTHCARE,-33654.40000000004,-6.7237367021276695,5,True
LUPIN,2025-01-08,2025-01-13,2252.15,2154.45,217,rebalance,NIFTY MIDSML HLTH,-21200.90000000006,-4.338076948693481,5,True
PERSISTENT,2025-01-08,2025-01-13,6230.2,6003.4,53,rebalance,NIFTY MS IT TELCM,-12020.400000000009,-3.640332573593141,5,True
WIPRO,2025-01-10,2025-01-13,287.3,278.95,1572,rebalance,NIFTY IT,-13126.200000000035,-2.906369648451101,3,False
HCLTECH,2024-11-12,2025-01-14,1873.5743902439024,1861.7652466449024,164,stop,NIFTY IT,-1936.6995502360344,-0.6303002250934275,63,True
BAJAJFINSV,2025-01-14,2025-01-15,1713.5,1671.65,178,rebalance,NIFTY FINSEREXBNK,-7449.299999999984,-2.4423694193171808,1,True
AMBER,2025-01-13,2025-01-16,7078.5,6815.85,67,rebalance,NIFTY CONSR DURBL,-17597.549999999974,-3.7105318923500654,3,True
DRREDDY,2025-01-13,2025-01-16,1335.1,1302.75,357,rebalance,NIFTY PHARMA,-11548.949999999968,-2.4230394726986626,3,True
TCS,2025-01-15,2025-01-16,4249.6,4206.3,70,rebalance,NIFTY IT,-3031.0000000000127,-1.0189194277108515,1,False
INFY,2025-01-09,2025-01-17,1876.7,1803.6060602156936,252,stop,NIFTY IT,-18419.672825645237,-3.894812158805694,8,True
PGEL,2025-01-16,2025-01-17,900.85,861.5,537,rebalance,NIFTY CONSR DURBL,-21130.95000000001,-4.3680967974690565,1,True
DIVISLAB,2025-01-17,2025-01-21,5916.05,5818.9,80,rebalance,NIFTY PHARMA,-7772.000000000044,-1.642142983916639,4,False
360ONE,2025-01-21,2025-01-22,1201.85,1148.95,387,rebalance,NIFTY MS FIN SERV,-20472.29999999995,-4.401547614094925,1,False
PATANJALI,2025-01-17,2025-01-24,618.6,605.6,717,rebalance,NIFTY FMCG,-9321.0,-2.101519560297449,7,True
MANAPPURAM,2025-01-24,2025-01-27,196.71,184.46,2208,rebalance,NIFTY MS FIN SERV,-27048.0,-6.227441411214474,3,True
BSE,2025-01-08,2025-01-28,1800.0,1770.0670048673733,278,stop,NIFTY MS FIN SERV,-8321.37264687023,-1.6629441740348194,20,True
BIOCON,2025-01-13,2025-01-28,365.2,362.0973331817189,872,stop,NIFTY MIDSML HLTH,-2705.5254655411013,-0.8495801802522074,15,True
BAJAJFINSV,2025-01-28,2025-02-01,1768.95,1684.6985817547209,261,stop,NIFTY FINSEREXBNK,-21989.620162017865,-4.7627925178936215,4,True
ITC,2025-01-13,2025-02-05,418.63907068062827,427.3,764,rebalance,NIFTY FMCG,6616.950000000014,2.0688296735636102,23,True
EICHERMOT,2025-01-16,2025-02-11,5047.8,5107.941305355118,64,stop,NIFTY AUTO,3849.043542727537,1.1914359791417528,26,True
BSE,2025-02-01,2025-02-11,1801.5,1729.0,244,rebalance,NIFTY MS FIN SERV,-17690.0,-4.02442409103525,10,False
MANAPPURAM,2025-02-05,2025-02-12,205.7392462311558,190.43004196399275,1592,stop,NIFTY MS FIN SERV,-24372.25319332356,-7.441071427841517,7,True
BSE,2025-02-12,2025-02-13,1785.0,1752.0,169,rebalance,NIFTY MS FIN SERV,-5577.0,-1.848739495798324,1,False
INDIGO,2025-02-11,2025-02-14,4316.85,4223.3,73,rebalance,NIFTY IND TOURISM,-6829.150000000013,-2.1670894286343056,3,True
BLUESTARCO,2025-02-13,2025-02-14,1994.8,1963.6,149,rebalance,NIFTY CONSR DURBL,-4648.800000000007,-1.5640665730900394,1,True
SRF,2025-01-13,2025-02-17,2516.0,2711.4258225013587,126,stop,,24623.65363517119,7.76732203900472,35,True
GODFRYPHLP,2025-02-17,2025-02-18,2346.0,2281.0,146,rebalance,,-9490.0,-2.770673486786024,1,True
BHARTIARTL,2025-02-14,2025-02-19,1716.793882978723,1645.4111874540083,188,stop,NIFTY INFRA,-13419.94675864638,-4.157907144966188,5,True
WIPRO,2025-01-22,2025-02-24,295.45,288.20524569132766,1506,stop,NIFTY IT,-10910.599988860526,-2.45210841383392,33,False
BSE,2025-02-24,2025-02-27,1870.0,1721.0,232,rebalance,NIFTY MS FIN SERV,-34568.0,-7.967914438502676,3,True
MARUTI,2025-02-14,2025-02-28,12680.25,12178.933629000909,22,stop,NIFTY AUTO,-11028.960161980009,-3.953521192398346,14,True
MUTHOOTFIN,2025-01-09,2025-02-28,2135.1,2132.8,154,rebalance,NIFTY FINSEREXBNK,-354.199999999958,-0.1077232916490866,50,True
BAJAJHLDNG,2025-01-27,2025-03-03,11193.2,11346.75,36,rebalance,NIFTY FINSEREXBNK,5527.799999999974,1.3718150305542576,35,False
BAJAJFINSV,2025-02-11,2025-03-05,1744.85,1782.7813909977965,248,stop,NIFTY FINSEREXBNK,9406.984967453556,2.1739055504941263,22,True
BLUESTARCO,2025-03-04,2025-03-21,2100.65,2152.7,194,rebalance,NIFTY CONSR DURBL,10097.699999999946,2.477804489086699,17,True
BAJFINANCE,2025-01-13,2025-04-07,715.0,834.0,642,stop,NIFTY FINSEREXBNK,76398.0,16.643356643356633,84,True
SBICARD,2025-01-16,2025-04-07,752.75,763.5,544,stop,NIFTY MS FIN SERV,5848.0,1.428096977748261,81,True
KOTAKBANK,2025-01-28,2025-04-07,377.6,403.7,928,stop,NIFTY PVT BANK,24220.799999999967,6.91207627118644,69,True
SRF,2025-02-18,2025-04-07,2741.1,2570.2,121,stop,,-20678.90000000001,-6.234723286271937,48,True
CHOLAFIN,2025-02-27,2025-04-07,1438.65,1405.4418882373477,277,stop,NIFTY FINSEREXBNK,-9198.646958254772,-2.3082828876135664,39,True
SHRIRAMFIN,2025-02-28,2025-04-07,617.3299785867238,596.0,467,stop,NIFTY FINSEREXBNK,-9961.1,-3.4551988930709765,38,True
INDIGO,2025-02-28,2025-04-07,4477.3,4748.465848614266,69,stop,NIFTY IND TOURISM,18710.443554384357,6.056459219044208,38,True
BAJAJFINSV,2025-03-05,2025-04-07,1801.8,1835.0,245,stop,NIFTY FINSEREXBNK,8134.000000000011,1.8426018426018544,33,True
MUTHOOTFIN,2025-03-21,2025-04-07,2356.6,2150.0,177,stop,NIFTY FINSEREXBNK,-36568.19999999998,-8.766867521004828,17,True
MUTHOOTFIN,2025-04-07,2025-04-09,2254.3,2108.996958271283,202,stop,NIFTY FINSEREXBNK,-29351.21442920089,-6.445594718037406,2,True
MAXHEALTH,2025-04-07,2025-04-15,1075.5,1074.1,284,rebalance,NIFTY HEALTHCARE,-397.6000000000258,-0.1301720130172046,8,True
INDHOTEL,2025-04-15,2025-04-25,836.35,775.6701537367273,364,stop,NIFTY IND TOURISM,-22087.46403983125,-7.255317302956021,10,True
SBICARD,2025-04-09,2025-04-28,846.55,854.0119687596235,503,stop,NIFTY MS FIN SERV,3753.3702860906574,0.8814563533900532,19,True
KOTAKBANK,2025-04-07,2025-04-28,407.62632978723406,445.1,752,rebalance,NIFTY PVT BANK,28180.200000000008,9.193142708010503,21,True
INDHOTEL,2025-04-28,2025-04-29,800.45,790.15,410,rebalance,NIFTY IND TOURISM,-4223.000000000028,-1.2867761883940343,1,True
BAJFINANCE,2025-04-07,2025-04-30,857.0,861.7556844695237,533,stop,NIFTY FINSEREXBNK,2534.7798222561096,0.5549223418347404,23,True
BAJAJFINSV,2025-04-07,2025-04-30,1852.65,1939.7321172983343,164,stop,NIFTY FINSEREXBNK,14281.467236926845,4.700408458064631,23,True
BDL,2025-04-30,2025-05-07,1529.6,1447.9,296,rebalance,NIFTY IND DEFENCE,-24183.199999999943,-5.341265690376562,7,True
INDIGO,2025-04-07,2025-05-08,4988.7,5109.429907986336,91,stop,NIFTY IND TOURISM,10986.421626756575,2.4200675123045245,31,True
BAJFINANCE,2025-05-07,2025-05-09,899.0,864.0,477,rebalance,NIFTY FINSEREXBNK,-16695.0,-3.8932146829810943,2,True
HDFCBANK,2025-04-07,2025-05-20,878.8,957.4,479,rebalance,NIFTY PVT BANK,37649.40000000001,8.94401456531635,43,True
MANAPPURAM,2025-02-19,2025-05-22,202.74043648208476,227.92,1535,stop,NIFTY MS FIN SERV,38650.62999999992,12.419606051376064,92,True
GODFRYPHLP,2025-04-25,2025-05-28,2674.0,2720.046515540558,105,stop,,4834.884131758656,1.7220088085474483,33,True
ICICIBANK,2025-04-07,2025-05-28,1287.55,1453.8,236,rebalance,NIFTY PVT BANK,39235.0,12.912119917673092,51,True
MAZDOCK,2025-04-28,2025-06-11,2786.3,3322.8157328919056,157,stop,NIFTY IND DEFENCE,84232.97006402914,19.25549053913453,44,True
INDIGO,2025-05-08,2025-06-11,5146.0,5631.0,90,rebalance,NIFTY IND TOURISM,43650.0,9.424795958025657,34,True
BSE,2025-04-07,2025-06-13,1727.5,2653.0,264,stop,NIFTY MS FIN SERV,244332.0,53.574529667149065,67,True
HDFCAMC,2025-05-28,2025-06-16,2358.2184782608697,2299.7,184,stop,NIFTY FINSEREXBNK,-10767.400000000056,-2.481469753558452,19,True
MAZDOCK,2025-06-11,2025-06-16,3314.6,3165.6,166,rebalance,NIFTY IND DEFENCE,-24734.0,-4.495263380196701,5,True
PNBHOUSING,2025-04-30,2025-06-19,1010.3938080495356,1036.7350592719529,323,stop,NIFTY MS FIN SERV,8508.22414484076,2.6070281718438397,50,True
BAJFINANCE,2025-05-22,2025-06-19,914.1363636363636,897.9874228922231,385,stop,NIFTY FINSEREXBNK,-6217.342186494105,-1.766578968579835,28,True
MAZDOCK,2025-06-19,2025-06-26,3223.5,3121.9,102,rebalance,NIFTY IND DEFENCE,-10363.19999999999,-3.1518535753063404,7,True
BAJFINANCE,2025-06-26,2025-07-03,951.5,907.216269435818,334,stop,NIFTY FINSEREXBNK,-14790.766008436807,-4.654096748731695,7,True
BSE,2025-06-13,2025-07-08,2711.2,2544.1610116157512,200,stop,NIFTY MS FIN SERV,-33407.79767684972,-6.161072159348202,25,True
MAZDOCK,2025-07-03,2025-07-11,3287.6,3174.5,92,rebalance,NIFTY IND DEFENCE,-10405.199999999992,-3.440199537656652,8,False
BDL,2025-05-09,2025-07-14,1531.8,1820.5860583643944,269,stop,NIFTY IND DEFENCE,77683.44970002216,18.852726097688645,66,True
BEL,2025-04-29,2025-07-16,317.0391262135923,405.8954641208069,1030,stop,NIFTY IND DEFENCE,91522.02804443108,28.026931239821582,78,True
HAL,2025-05-20,2025-07-17,4851.3,4816.547577808902,94,stop,NIFTY IND DEFENCE,-3266.727685963217,-0.7163527753612065,58,True
AUBANK,2025-06-19,2025-07-18,790.1486577181208,787.7920666099376,447,stop,NIFTY MS FIN SERV,-1053.3962253579075,-0.2982465495782627,29,True
AUBANK,2025-07-18,2025-07-21,794.9,760.4485483327923,443,stop,NIFTY MS FIN SERV,-15261.99308857302,-4.3340610979000775,3,True
RBLBANK,2025-07-17,2025-07-25,268.36,251.28572946796592,1687,stop,NIFTY MS FIN SERV,-28804.29438754151,-6.362449892694178,8,True
ABCAPITAL,2025-07-21,2025-07-25,271.05,258.47187405205483,1243,stop,NIFTY MS FIN SERV,-15634.61055329586,-4.6405187042778735,4,True
MANAPPURAM,2025-05-28,2025-07-28,232.08,261.0607443693738,1521,stop,NIFTY MS FIN SERV,44079.71218581757,12.487394161226216,61,True
MCX,2025-07-08,2025-07-28,1699.0,1589.846404811503,299,stop,NIFTY MS FIN SERV,-32636.9249613607,-6.424578881018084,20,True
NAM-INDIA,2025-07-14,2025-07-28,809.7,792.0844396317555,607,stop,NIFTY CAPITAL MKT,-10692.645143524463,-2.1755663045874507,14,True
BEL,2025-07-16,2025-07-28,406.15,389.1495730271662,1030,stop,NIFTY IND DEFENCE,-17510.439782018806,-4.185750824285062,12,True
GLENMARK,2025-07-28,2025-08-06,2144.4,2024.73890867651,241,stop,NIFTY MIDSML HLTH,-28838.323008961128,-5.580166541852738,9,True
LTF,2025-06-16,2025-08-07,191.66,197.06138087312812,2824,stop,NIFTY MS FIN SERV,15253.499585713887,2.818209784581116,52,True
LTF,2025-08-07,2025-08-08,200.28,195.75,2663,rebalance,NIFTY MS FIN SERV,-12063.390000000005,-2.2618334331935275,1,True
MUTHOOTFIN,2025-06-11,2025-08-12,2538.6,2535.226669629332,188,stop,NIFTY FINSEREXBNK,-634.1861096856028,-0.1328815240946967,62,True
NAM-INDIA,2025-07-28,2025-08-28,793.35,798.5,652,rebalance,NIFTY CAPITAL MKT,3357.799999999985,0.649146026343983,31,True
MOTILALOFS,2025-07-28,2025-08-28,883.1,889.0,425,rebalance,NIFTY CAPITAL MKT,2507.4999999999905,0.668101007813382,31,True
HDFCAMC,2025-06-16,2025-08-29,2431.8,2714.5081982787087,167,stop,NIFTY FINSEREXBNK,47212.26911254433,11.625470773859226,74,True
FORTIS,2025-07-28,2025-09-19,846.25,953.95,408,rebalance,NIFTY MIDSML HLTH,43941.60000000002,12.726735598227478,53,True
CUMMINSIND,2025-08-12,2025-09-25,3759.9,3976.9,126,rebalance,,27342.0,5.7714300912258265,44,True
ETERNAL,2025-08-08,2025-09-26,300.9,322.27622414754416,1732,stop,NIFTY INTERNET,37023.62022354652,7.104095761895701,49,True
GODFRYPHLP,2025-07-11,2025-09-26,2838.178571428572,3283.0,112,rebalance,,49819.99999999999,15.67277806440246,77,True
MANAPPURAM,2025-08-28,2025-09-29,263.0,275.2032055884057,1414,stop,NIFTY MS FIN SERV,17255.332702005653,4.64000212486908,32,True
RBLBANK,2025-07-25,2025-09-29,254.48,277.8,1556,rebalance,NIFTY MS FIN SERV,36285.92000000004,9.163784973278856,66,True
ADANIPOWER,2025-09-26,2025-09-30,146.25,144.65,3749,rebalance,NIFTY COMMODITIES,-5998.399999999979,-1.0940170940170857,4,True
GODFRYPHLP,2025-09-29,2025-10-01,3507.3454545454547,3376.5,110,rebalance,,-14393.000000000016,-3.730612117944676,2,False
ABCAPITAL,2025-08-06,2025-10-08,277.15,295.25,1761,rebalance,NIFTY MS FIN SERV,31874.10000000004,6.530759516507323,63,True
UNOMINDA,2025-08-29,2025-10-09,1279.0,1263.5024958915442,354,stop,NIFTY AUTO,-5486.116454393358,-1.2116891406142138,41,True
MARUTI,2025-09-30,2025-10-15,16029.0,16212.0,33,rebalance,NIFTY AUTO,6039.0,1.1416807037244905,15,True
GVT&D,2025-07-25,2025-10-23,2436.5,2897.3451983453883,143,stop,NIFTY ENERGY,65900.86336339053,18.91422935954805,90,True
ETERNAL,2025-09-26,2025-10-23,321.0,331.7355111114142,1178,stop,NIFTY INTERNET,12646.432089245942,3.3443959848642457,27,True
MUTHOOTFIN,2025-10-15,2025-10-23,3260.3,3136.072669039739,164,stop,NIFTY FINSEREXBNK,-20373.28227748281,-3.810303682491212,8,True
NAM-INDIA,2025-09-19,2025-10-29,834.8,870.0,466,stop,NIFTY CAPITAL MKT,16403.200000000023,4.2165788212745525,40,True
MOTILALOFS,2025-10-09,2025-10-29,980.25,1010.9337385395828,456,stop,NIFTY CAPITAL MKT,13991.784774049707,3.13019520934279,20,True
HEROMOTOCO,2025-09-25,2025-11-04,5354.5,5334.311425466045,93,stop,NIFTY AUTO,-1877.5374316578184,-0.3770393974032116,40,True
ADANIPOWER,2025-10-01,2025-11-06,152.5070600244998,152.3961730846927,2449,stop,NIFTY COMMODITIES,-271.5621155875932,-0.0727093813160495,36,True
