symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,sector,pnl,ret_pct,holding_days,entry_reason,exit_stop_price,stop_type
TORNTPHARM,2021-09-14,2021-09-20,1569.9684,1538.0,127,stop,NIFTY PHARMA,-4059.986799999997,-2.0362448059464078,6,ha_ema21_touch,1538.0,initial
APOLLOHOSP,2021-09-16,2021-09-23,4824.0192,5098.957599999999,20,target_half,NIFTY HEALTHCARE,5498.767999999982,5.699363717291983,7,ha_ema21_touch,,
UNITDSPR,2021-09-22,2021-09-23,751.4006499999999,797.2019499999998,133,target_half,NIFTY FMCG,6091.572899999981,6.095456531745058,1,ha_ema21_touch,,
APOLLOHOSP,2021-09-16,2021-09-24,4824.0192,4731.8,21,close_below_ema21,NIFTY HEALTHCARE,-1936.6031999999905,-1.9116673499143477,8,ha_ema21_touch,4686.55,n/a
DIVISLAB,2021-09-14,2021-09-27,5124.878024559195,5001.0,39,stop,NIFTY PHARMA,-4831.242957808612,-2.417189715844026,13,ha_ema21_touch,5001.0,initial
PRESTIGE,2021-09-22,2021-09-27,428.22779999999995,496.68339999999984,146,target_half,NIFTY REALTY,9994.517599999985,15.985790740348914,5,ha_ema21_touch,,
NHPC,2021-09-24,2021-09-30,28.1281,29.8843,3646,target_half,NIFTY COMMODITIES,6403.105199999999,6.243578485571377,6,ha_ema21_touch,,
CIPLA,2021-09-22,2021-10-05,959.959,933.0,209,stop,NIFTY PHARMA,-5634.430999999989,-2.8083491065764243,13,ha_ema21_touch,933.0,initial
PRESTIGE,2021-09-22,2021-10-14,428.22779999999995,453.55,146,close_below_ema21,NIFTY REALTY,3697.0412000000097,5.913254580856275,22,ha_ema21_touch,394.0,n/a
ADANIENT,2021-10-08,2021-10-14,1490.3889,1582.1666999999998,70,target_half,NIFTY METAL,6424.445999999989,6.157976619391081,6,ha_ema21_touch,,
VBL,2021-10-04,2021-10-20,122.22209999999998,117.8,1711,stop,NIFTY FMCG,-7566.213099999976,-3.6180854362672488,16,ha_ema21_touch,117.8,initial
