symbol,entry_date,ret_pct,win,pattern,score,grade,rrr,rvol,holding_days
BAJAJFINSV,2025-05-06,-4.303911448741749,False,Morning Star,75.0,A,2.0,0.9286975410996325,29
MANAPPURAM,2025-04-29,5.978071049938882,True,Bullish Engulfing,70.0,A,1.628917561129735,0.7440240087145266,38
ICICIBANK,2025-05-19,-3.2025939029799666,False,Bullish Engulfing,75.0,A,2.0,1.448659638927556,25
CDSL,2025-06-23,-3.8501929945843223,False,Bullish Engulfing,70.0,A,2.0,0.47477997438799,32
BEL,2025-06-16,-5.001984816053318,False,Bullish Engulfing,80.0,A,2.0,1.1845541635185086,43
360ONE,2025-06-16,-8.711311313732606,False,Bullish Engulfing,85.0,A+,2.0,2.7121276231995557,45
CUMMINSIND,2025-08-05,4.71965623418118,True,Pin Bar (Stopping Vol),75.0,A,2.0,0.9607535399089937,3
MUTHOOTFIN,2025-06-30,-3.2717537236147565,False,Pin Bar (Stopping Vol),100.0,A+,2.0,2.192329986992649,43
MFSL,2025-08-12,6.6308987810869136,True,Pin Bar (Stopping Vol),70.0,A,2.5102850584484497,0.849763085386343,6
CUMMINSIND,2025-08-29,4.93176313309267,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.9646789668757478,12
POLYCAB,2025-09-12,-2.239055645302379,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.8917632247406897,3
SBIN,2025-08-11,4.146767509682059,True,Pin Bar (Stopping Vol),80.0,A,1.6336119629653476,1.4428781851131032,37
GVT&D,2025-09-01,10.97200871660986,True,Morning Star,80.0,A,2.0,0.789332862031214,21
POLYCAB,2025-09-16,4.857742187302039,True,Pin Bar (Stopping Vol),75.0,A,2.0,0.8080928131025543,6
RBLBANK,2025-09-22,-4.307070426162706,False,Bullish Engulfing,70.0,A,2.0,0.7925328461209891,9
UNOMINDA,2025-10-01,-3.698770581796951,False,Pin Bar (Stopping Vol),95.0,A+,2.0,1.851398953356186,8
POLYCAB,2025-10-06,3.6021141301016524,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.5924345970440235,4
NMDC,2025-10-14,-1.7055699233246455,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.5040523028875388,1
ABCAPITAL,2025-10-14,7.8861170502959155,True,Bullish Engulfing,80.0,A,2.0,1.0739482395596038,16
LTF,2025-09-30,10.933787775201775,True,Bullish Engulfing,85.0,A+,2.0,2.4571555163199106,34
MARUTI,2025-10-13,-2.8380331812023374,False,Bullish Engulfing,70.0,A,2.0,0.9141730085022665,21
MCX,2025-10-31,-2.5859013675031406,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.6421381809795887,7
ADANIPOWER,2025-10-16,-5.394408057831046,False,Bullish Engulfing,75.0,A,2.8048473800469798,0.7117254620450237,25
NATIONALUM,2025-11-10,8.23045046437587,True,Bullish Engulfing,80.0,A,1.9999999999999976,1.2280653035353704,1
IDFCFIRSTB,2025-11-10,-4.121076137083691,False,Bullish Engulfing,75.0,A,2.0,1.0035444176605004,11
LTF,2025-11-25,4.374271120471707,True,Bullish Engulfing,70.0,A,1.5098690662394385,0.4959854408852108,1
PNB,2025-11-12,-2.483725850630991,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.7208792434911427,21
EICHERMOT,2025-12-04,2.551849770811998,True,Pin Bar (Stopping Vol),75.0,A,2.0,0.5707652211143481,7
ASHOKLEY,2025-12-11,6.803048045613491,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.5826065185033648,7
MUTHOOTFIN,2025-12-23,-1.678453898278076,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.7609581787029742,6
SBIN,2025-12-17,2.963552979610373,True,Bullish Engulfing,70.0,A,1.9283928130987962,0.45296115239573903,16
BANKBARODA,2025-11-12,6.3324148838408645,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.8650480454302321,54
MOTHERSON,2025-12-11,-4.24076900278636,False,Bullish Engulfing,70.0,A,2.0,0.5903739376768583,32
NMDC,2026-01-14,-2.1296933618621283,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.5070797396436462,5
APLAPOLLO,2026-01-13,7.27605822174533,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.9598002539579388,10
BANKBARODA,2026-01-14,-3.132823276111063,False,Pin Bar (Stopping Vol),75.0,A,2.0,0.7218784821450938,9
HINDALCO,2026-01-13,8.768546076601403,True,Morning Star,85.0,A+,2.0,1.2493700388360856,16
BAJAJ-AUTO,2026-01-30,-1.9840274201322727,False,Pin Bar (Stopping Vol),90.0,A+,1.7715528804576222,1.0750546592770713,2
SBIN,2026-02-09,0.943747180317267,True,Pin Bar (Stopping Vol),75.0,A,2.0,0.6804921174012241,1
NATIONALUM,2026-02-12,-2.5173144285290494,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.41256231566634516,1
UNIONBANK,2026-02-09,4.704749530179941,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.42917855941639077,8
AUBANK,2026-02-09,3.487518263590772,True,Pin Bar (Stopping Vol),70.0,A,1.6225020019265686,0.48129696502631875,10
UNIONBANK,2026-02-17,9.56234373759315,True,Bullish Engulfing,70.0,A,2.0,0.5676802617910613,7
ASHOKLEY,2026-02-23,-4.084283213590556,False,Bullish Engulfing,70.0,A,2.0,0.8564253408584984,7
SHRIRAMFIN,2026-02-25,-1.9425729472684397,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.4698739087557413,5
BANKINDIA,2026-02-05,-5.731303263809407,False,Morning Star,85.0,A+,2.0,1.1920396327875908,32
ONGC,2026-03-09,-6.364117647058832,False,Pin Bar (Stopping Vol),85.0,A+,2.0,1.3025689258659536,1
OIL,2026-03-09,-5.814990059642156,False,Pin Bar (Stopping Vol),85.0,A+,1.9396696888007405,1.1400586700917603,1
TORNTPHARM,2026-03-10,-3.3628334557637363,False,Bullish Engulfing,75.0,A,2.0,1.0859012562834938,6
HINDALCO,2026-03-05,-5.694405610216924,False,Bullish Engulfing,70.0,A,1.5090905459784745,1.0124396024997864,14
JSWENERGY,2026-03-13,-8.813927163311364,False,Bullish Engulfing,75.0,A,2.0,6.595185908513197,10
BSE,2026-03-17,-4.381600031078681,False,Bullish Engulfing,75.0,A,2.5870892664087015,0.9310199691524422,6
ONGC,2026-03-20,7.604531602531805,True,Bullish Engulfing,80.0,A,2.006774811755775,1.0746353332983978,12
LUPIN,2026-03-25,-3.317759439666723,False,Pin Bar (Stopping Vol),85.0,A+,2.0,1.2828278846931171,7
MCX,2026-02-03,13.947579816001388,True,Bullish Engulfing,75.0,A,2.0,1.727076935993594,71
INDIANB,2026-04-08,7.52800351416647,True,Pin Bar (Stopping Vol),70.0,A,2.7674375935117865,0.7796554842491563,7
ABB,2026-05-04,-3.2748848272032727,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.6833101668911399,3
POLYCAB,2026-05-04,6.526744512804861,True,Pin Bar (Stopping Vol),80.0,A,2.292942949469291,0.9425254476267692,3
AUROPHARMA,2026-04-06,11.74975816785908,True,Pin Bar (Stopping Vol),85.0,A+,2.0,1.1149888932740815,32
OFSS,2026-05-18,7.359902831333276,True,Bullish Engulfing,70.0,A,2.0,0.6994773815562297,1
CUMMINSIND,2026-05-04,8.036590691696844,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.6734602031631735,23
CGPOWER,2026-05-07,9.446711030011468,True,Pin Bar (Stopping Vol),95.0,A+,2.0,2.33886143178734,20
HINDZINC,2026-05-27,-3.368479368022126,False,Bullish Engulfing,80.0,A,2.0,1.2087283210458248,5
NAM-INDIA,2026-06-04,-3.746346150883928,False,Pin Bar (Stopping Vol),85.0,A+,2.0,1.0599398140705847,4
HINDALCO,2026-05-21,-5.677327750978433,False,Bullish Engulfing,85.0,A+,2.0,2.415354242824373,20
RBLBANK,2026-04-29,11.92676880795498,True,Bullish Engulfing,85.0,A+,2.0,1.982596438962712,44
GVT&D,2026-06-03,12.617294150901648,True,Pin Bar (Stopping Vol),85.0,A+,2.0,1.388386984505351,16
NMDC,2026-05-14,-6.310921862640317,False,Morning Star,100.0,A+,2.0,1.670163088113021,40
CUMMINSIND,2026-06-23,-3.190306574234403,False,Pin Bar (Stopping Vol),90.0,A+,1.5582157410910291,1.086879995807762,1
CGPOWER,2026-06-15,4.977952487890169,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.7135551911281934,16
NAM-INDIA,2026-06-15,9.440655786088548,True,Morning Star,75.0,A,2.0,0.7792219280747258,17
ADANIPOWER,2026-06-19,-6.035398101813594,False,Bullish Engulfing,80.0,A,1.5056032427722843,1.228535449764502,17
ADANIGREEN,2026-06-15,5.918966822140881,True,Pin Bar (Stopping Vol),80.0,A,2.0,0.44658966183973536,29
PNBHOUSING,2026-07-20,-3.1403424219855203,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.4998558746866742,3
LAURUSLABS,2026-07-10,10.5472097341355,True,Morning Star,80.0,A,2.0,0.7570506381411851,17
SIEMENS,2026-07-31,4.9100621730946425,True,Pin Bar (Stopping Vol),75.0,A,1.819868118833251,0.6291068760556775,3
APOLLOHOSP,2026-07-28,-1.6574847897326883,False,Pin Bar (Stopping Vol),80.0,A,2.0,0.486280400618561,14
NAM-INDIA,2026-08-13,-1.7605678014008808,False,Pin Bar (Stopping Vol),80.0,A,2.2675100348300266,0.6230514816739007,1
