symbol,entry_date,exit_date,reason,sector,ret_pct,pnl,holding_days,entry_rsi,entry_atr_pct,entry_mom_3m,entry_pct_52w_high,entry_vol_expansion,entry_month,entry_dow,win
VOLTAS,2021-02-12,2021-02-16,rebalance,NIFTY CONSR DURBL,-3.8500741289844265,-4778.2499999999945,4,72.30402015565781,3.7430425701633867,21.904298064044813,0.9782451051486585,1.453897245995102,2,Friday,False
SHRIRAMFIN,2021-01-29,2021-02-18,rebalance,NIFTY FINSEREXBNK,11.423039690222648,9322.0,20,61.55921818066839,5.756719976325331,13.579665803718544,0.9879495026778884,1.0085049722920905,1,Friday,True
TATAELXSI,2021-01-01,2021-02-22,rebalance,NIFTY MS IT TELCM,42.76613399716267,51126.40000000001,52,68.66117321991806,3.660588981979749,17.431345723914717,1.0,0.8476831311089265,1,Friday,True
TMPV,2021-01-18,2021-02-22,rebalance,NIFTY AUTO,23.79687038677296,28774.200000000008,35,75.4256654833822,4.71060510555921,26.953614709569585,0.9450334821428572,1.4680199039868804,1,Monday,True
DLF,2021-02-01,2021-02-22,rebalance,NIFTY REALTY,4.229699559407663,3246.2500000000045,21,63.25982266859836,5.151848469020806,23.634694814134917,0.9697021862626958,1.267635249681737,2,Monday,True
UNOMINDA,2021-01-27,2021-02-23,rebalance,NIFTY AUTO,14.196839616772428,11923.450000000004,27,69.8935815823313,4.520329330183817,4.475735479004284,0.9529435322386864,1.6528359889093995,1,Wednesday,True
SBIN,2021-02-16,2021-03-05,rebalance,NIFTY PSU BANK,-4.647694793090606,-5535.2000000000135,17,79.03523425694551,3.831064528160931,43.4593023255814,0.9886964000491462,1.2495574962863552,2,Tuesday,False
DIXON,2021-02-02,2021-03-08,rebalance,NIFTY CONSR DURBL,21.084318160099368,17871.29999999999,34,66.27979617220072,4.6864163623218085,8.831796049245867,1.0,1.3521302518326144,2,Tuesday,True
MAHABANK,2021-02-22,2021-03-16,stop,,-3.167025374569321,-4334.794723370831,22,66.82288927738638,7.137803094109742,16.483516483516492,0.8665338645418326,1.7498035391963525,2,Monday,False
IDFCFIRSTB,2021-02-01,2021-03-17,rebalance,NIFTY MS FIN SERV,30.663876098786112,25639.6,44,56.975082041233684,5.561129013064113,31.64893617021276,0.9057337220602526,1.6072773011994834,2,Monday,True
ADANIPORTS,2021-02-22,2021-03-17,rebalance,NIFTY MOBILITY,2.144553279905015,2933.350000000009,23,79.91922802654386,3.7681153148717117,24.590651979755872,1.0,1.2870781612367155,2,Monday,True
PGEL,2021-01-29,2021-03-18,stop,NIFTY CONSR DURBL,134.87031700288182,111852.0,48,71.81731348163747,4.615950859019642,-12.269938650306745,1.0,1.2620126754051406,1,Friday,True
NBCC,2021-03-05,2021-03-18,stop,NIFTY MULTI INFRA,-11.689616492299514,-13279.275749470838,13,77.65317732064649,5.84480824614976,27.944469323779675,0.9721823917407514,1.6257025089817438,3,Friday,False
ASTRAL,2021-03-17,2021-03-18,stop,NIFTY MULTI MFG,-7.151344037805007,-7147.539522776897,1,75.34108928547572,3.5756720189025044,41.78012707565806,0.9662409076671423,0.9524419330453422,3,Wednesday,False
ABCAPITAL,2021-03-08,2021-03-19,stop,NIFTY MS FIN SERV,-10.321547253680974,-10645.69544518282,11,71.76458500487891,5.1703358512942295,39.0139335476956,1.0,1.8007061751184619,3,Monday,False
PGEL,2021-03-18,2021-03-19,rebalance,NIFTY CONSR DURBL,-5.03067484662576,-7502.99999999999,1,66.76493994852393,5.099806377833905,173.65079365079364,0.8578947368421053,1.0370829627330305,3,Thursday,False
NATIONALUM,2021-03-18,2021-03-19,rebalance,NIFTY METAL,-1.7622729724869557,-1757.1399999999944,1,52.85618763951993,4.762377016742125,22.537313432835827,0.9146381578947369,1.0984776906348785,3,Thursday,False
NMDC,2021-03-19,2021-03-22,rebalance,NIFTY METAL,-3.738317757009357,-3747.000000000009,3,57.464567070298685,4.166150157691973,25.680933852140075,0.9610778443113773,1.2396606822786531,3,Friday,False
DIXON,2021-03-19,2021-03-23,stop,NIFTY CONSR DURBL,-8.986681962432785,-11888.009767299298,4,66.91891264943757,4.493340981216389,47.06186117739237,1.0,0.831531830493983,3,Friday,False
HINDALCO,2021-03-17,2021-03-24,rebalance,NIFTY METAL,-2.650122549019596,-3935.7499999999895,7,54.457858230311786,3.901406520512333,38.68081564710777,0.908306664811465,1.127763016132632,3,Wednesday,False
PGEL,2021-03-22,2021-03-24,rebalance,NIFTY CONSR DURBL,-4.674046740467396,-4510.599999999997,2,63.94907302572979,5.419094255660272,173.7752161383285,0.8557894736842105,1.1322562895130859,3,Monday,False
AUBANK,2021-03-24,2021-03-25,rebalance,NIFTY MS FIN SERV,-6.127610966057439,-8298.54999999999,1,57.857471120953484,4.784295814044576,21.765379410846244,0.9665615141955836,1.1713601321672504,3,Wednesday,False
ADANIPOWER,2021-03-16,2021-03-30,stop,NIFTY COMMODITIES,8.721036681429295,11559.82133160136,14,77.38682968778397,4.812205388959414,47.86729857819905,1.0,1.656779011343186,3,Tuesday,True
ADANIPOWER,2021-03-30,2021-03-31,rebalance,NIFTY COMMODITIES,-5.027932960893844,-7245.899999999989,1,61.2463134118291,5.959215216955071,85.16746411483255,0.8585131894484411,1.9524877659785698,3,Tuesday,False
PGEL,2021-03-31,2021-04-01,rebalance,NIFTY CONSR DURBL,-4.054054054054069,-5548.950000000019,1,61.22888388051806,5.473168270708245,75.86206896551724,0.856842105263158,1.1417455793469204,3,Wednesday,False
APLAPOLLO,2021-03-18,2021-04-05,rebalance,NIFTY METAL,1.303706133158422,1812.6000000000104,18,58.47285599576118,5.731395896942042,42.15007982969665,0.8850507982583453,1.021065590076481,3,Thursday,True
NBCC,2021-03-23,2021-04-05,rebalance,NIFTY MULTI INFRA,-5.104917005950515,-6146.729999999996,13,61.266924985238916,6.3353809606308635,47.028301886792455,0.9156868368224835,1.340568662213534,3,Tuesday,False
ADANIENT,2021-02-09,2021-04-12,stop,NIFTY METAL,68.61230690449737,56976.7574504051,62,79.56030532301395,4.022413695605654,23.95196011783367,1.0,0.9081752459195963,2,Tuesday,True
VEDL,2021-02-22,2021-04-12,stop,NIFTY METAL,8.709235939292137,11036.343782271,49,73.27011963462692,4.27363408072859,17.05310396409874,1.0,0.5749448020284414,2,Monday,True
ADANIENSOL,2021-02-23,2021-04-12,stop,NIFTY COMMODITIES,27.892384563070284,26633.043400047653,48,74.82441852441777,6.1342179720471215,73.06210335448775,0.9342406512337827,1.4805448801641843,2,Tuesday,True
IEX,2021-02-18,2021-04-12,rebalance,NIFTY MS FIN SERV,13.393756294058411,12235.999999999998,53,70.0103325126355,5.1230265315371755,34.85868102288023,0.9910179640718563,1.7447334525130687,2,Thursday,True
COFORGE,2021-04-12,2021-04-13,stop,NIFTY MS IT TELCM,-8.170516455076815,-8303.73672587684,1,63.98023810340805,4.085258227538412,17.391304347826097,0.984214680347277,1.4015309452200724,4,Monday,False
HINDZINC,2021-04-12,2021-04-13,rebalance,NIFTY METAL,-0.7479177290497963,-765.599999999996,1,50.517752131827294,5.2362382589739935,-2.7323298429319465,0.9025774777539123,0.9538277673953857,4,Monday,False
CGPOWER,2021-03-25,2021-04-15,stop,NIFTY ENERGY,1.5890357050730497,2020.5304056071045,21,68.87775136353173,4.883822379144162,33.68176538908247,0.9867647058823529,1.0614375051386724,3,Thursday,True
ADANIPOWER,2021-04-01,2021-04-19,rebalance,NIFTY COMMODITIES,-1.9607843137254943,-2574.9500000000103,18,59.338148416908204,6.127371506548558,97.63033175355451,0.8561151079136691,1.9437200740275582,4,Thursday,False
JSWSTEEL,2021-03-19,2021-05-14,stop,NIFTY METAL,54.24976981456824,54013.40356748616,56,63.214137220414436,3.6983753957027234,11.280892904597394,1.0,1.070981306224313,3,Friday,True
SAIL,2021-04-05,2021-05-14,stop,NIFTY METAL,39.318366143922056,40324.75904374189,39,73.473229395508,4.806159223041969,8.320839580209881,1.0,0.786896692885311,4,Monday,True
JINDALSTEL,2021-04-12,2021-05-14,stop,NIFTY METAL,11.031985777512231,16264.566951644065,32,64.52545140023977,4.8437947686604,17.72755227552276,0.9358835558763383,0.9865322768198861,4,Monday,True
HINDALCO,2021-04-13,2021-05-14,stop,NIFTY METAL,7.254235020513389,6729.311320194012,31,56.18730439457026,4.380684521797513,13.084866085834147,0.9548192771084337,0.9113458303336318,4,Tuesday,True
SAIL,2021-05-14,2021-05-20,rebalance,NIFTY METAL,-4.482894219425882,-8094.000000000004,6,62.597155271561746,6.238622151863232,81.83673469387756,0.8691045796308954,1.3931895128053806,5,Friday,False
NMDC,2021-04-13,2021-05-21,stop,NIFTY METAL,28.42890078926392,29245.37881993157,38,55.391948924322534,4.257640418069512,16.666666666666675,0.9542857142857143,0.9755091615604669,4,Tuesday,True
TATASTEEL,2021-04-05,2021-05-24,stop,NIFTY METAL,27.033476348691863,41232.81520753753,49,72.25428090765453,4.226071632130623,5.038335158817087,1.0,0.9811907374628495,4,Monday,True
JSWSTEEL,2021-05-14,2021-05-24,rebalance,NIFTY METAL,-3.627492575307589,-5001.749999999995,10,64.07545599692043,4.052214221719775,65.65656565656563,0.9320503526000132,1.3205659951090052,5,Friday,False
SAIL,2021-05-24,2021-05-25,rebalance,NIFTY METAL,-0.6412825651302634,-1200.7999999999956,1,57.05587652256622,5.931035868911577,64.93998736576121,0.8526999316473,1.372403973842322,5,Monday,False
TATASTEEL,2021-05-24,2021-05-26,rebalance,NIFTY METAL,-0.9400135672061216,-1309.4999999999984,2,55.33632562999848,4.481617228950277,45.94160192874364,0.8814384556248399,1.1774539950350453,5,Monday,False
JSWSTEEL,2021-05-25,2021-05-26,rebalance,NIFTY METAL,-2.654109589041087,-4910.399999999976,1,58.038308099611676,3.7484326663432896,53.15401857188602,0.9237461279905095,1.152055099679934,5,Tuesday,False
VEDL,2021-05-14,2021-05-27,rebalance,NIFTY METAL,-1.862385560849833,-2244.9,13,63.26653011772079,4.584027498257867,23.331608898085875,0.9211428571428572,1.074851383605072,5,Friday,False
NMDC,2021-05-21,2021-06-08,rebalance,NIFTY METAL,0.9345794392523477,1235.2000000000176,18,56.94185217696599,5.281905633255355,47.54098360655738,0.8663967611336032,1.4855318569670495,5,Friday,True
NATIONALUM,2021-05-14,2021-06-09,rebalance,NIFTY METAL,-1.275753724177764,-1555.469999999973,26,59.35412067745168,6.081019958589554,22.862895844773945,0.8754385964912281,1.472093686580376,5,Friday,False
TATASTEEL,2021-05-27,2021-06-09,rebalance,NIFTY METAL,0.4197804470393862,498.1199999999976,13,55.24178435864699,4.206078131453134,28.550332266797906,0.8851968907491244,1.1543403177054608,5,Thursday,True
JSWSTEEL,2021-06-08,2021-06-09,rebalance,NIFTY METAL,-1.3639575971731377,-1814.199999999996,1,55.89141105743726,3.413016525685165,12.12463674523734,0.9325776049561721,0.7811553337676034,6,Tuesday,False
ADANIENT,2021-04-12,2021-06-14,stop,NIFTY METAL,34.168586789554546,51961.400000000016,63,57.16046860419478,6.244308997432622,44.91135915955351,0.8767676767676766,1.4117936290037305,4,Monday,True
BHEL,2021-05-26,2021-06-14,stop,NIFTY ENERGY,-7.891178486836625,-10812.88732158789,19,68.46892854337005,5.432413074629385,44.74975466143276,0.9731543624161074,1.4770399651930644,5,Wednesday,False
ADANIENSOL,2021-04-15,2021-06-15,rebalance,NIFTY COMMODITIES,53.19599639887731,68306.00000000001,61,56.75335467230377,6.338133078759438,37.00577809517629,0.850087786431369,1.1998755718034302,4,Thursday,True
PNBHOUSING,2021-06-09,2021-06-15,rebalance,NIFTY MS FIN SERV,-9.18162186313204,-10110.600000000017,6,79.90697568883724,5.131388805764447,93.41972399865364,0.9197945205479453,2.2634423040438607,6,Wednesday,False
ADANIENT,2021-06-14,2021-06-16,rebalance,NIFTY METAL,-3.5380599065677365,-6798.0,2,56.75142658217412,6.027876612842595,40.31007751937985,0.8827167980594299,1.2053278779173628,6,Monday,False
ADANIPOWER,2021-06-14,2021-06-16,rebalance,NIFTY COMMODITIES,-9.751773049645395,-13491.5,2,71.31793738107336,6.283992919395698,44.72934472934471,0.9155844155844155,1.5949322843534763,6,Monday,False
JSWSTEEL,2021-06-15,2021-06-16,rebalance,NIFTY METAL,-2.71686663908427,-3447.500000000008,1,59.287165136335986,3.2181157892077197,7.883501067398613,0.9557767086271667,0.66517092539986,6,Tuesday,False
TATASTEEL,2021-06-15,2021-06-17,stop,NIFTY METAL,-6.60869878428908,-11191.019842982849,2,64.35294499066742,3.3043493921445415,18.84828600520421,0.9503715725634236,0.6675446583287985,6,Tuesday,False
OFSS,2021-06-16,2021-06-17,rebalance,NIFTY MS IT TELCM,-3.435582822085892,-6272.0,1,59.52794242536161,3.033470612149138,3.2068502350570904,0.9832604433720404,0.8977026619144263,6,Wednesday,False
SAIL,2021-06-09,2021-06-18,stop,NIFTY METAL,-3.658012793769572,-4766.359577173012,9,55.225601676061785,4.596762807104806,36.735838474481206,0.8506493506493507,0.8572598167250635,6,Wednesday,False
BSE,2021-06-16,2021-06-18,stop,NIFTY MS FIN SERV,-7.325448571432657,-9257.242614205166,2,67.44563510551652,3.6663907605594055,48.17518248175183,0.9626168224299065,1.6946197141358461,6,Wednesday,False
HINDZINC,2021-05-20,2021-06-18,rebalance,NIFTY METAL,-4.556006964596648,-7850.000000000023,29,67.18936230973577,4.36971235287857,18.8976377952756,0.9912268085718396,1.9328271292370944,5,Thursday,False
TATAELXSI,2021-06-16,2021-06-18,rebalance,NIFTY MS IT TELCM,-3.5889761485385807,-4471.5,2,64.21340132863742,2.9030749318282214,16.834645669291337,0.9814138473336019,0.44873541635974484,6,Wednesday,False
PNBHOUSING,2021-06-17,2021-06-18,rebalance,NIFTY MS FIN SERV,-1.5862790884934364,-2945.150000000007,1,65.0172814503726,5.950264991073728,116.24040920716112,0.8506164383561644,2.244799969092779,6,Thursday,False
CDSL,2021-06-18,2021-06-22,stop,NIFTY MS FIN SERV,-6.22564290445542,-7541.911906815714,4,67.20508107183277,3.1128214522277107,21.446352999751063,0.9755348652931853,0.7700128204240352,6,Friday,False
TATAELXSI,2021-06-22,2021-06-23,rebalance,NIFTY MS IT TELCM,-0.7791961406076409,-862.5,1,54.77090533377065,3.0243164269528644,7.417726173471562,0.9591234614434812,0.5072935901578801,6,Tuesday,False
BSE,2021-06-18,2021-06-24,rebalance,NIFTY MS FIN SERV,-1.4972665760204618,-1866.4999999999927,6,58.0946311966969,4.0468087359787495,51.85185185185186,0.9299065420560748,1.698606867165154,6,Friday,False
ADANIENT,2021-06-18,2021-07-01,rebalance,NIFTY METAL,0.1872269606823406,340.20000000000573,13,53.8055000925782,6.895661730319611,35.46501483161752,0.874530018192844,1.3499751104891964,6,Friday,True
RADICO,2021-06-23,2021-07-01,rebalance,NIFTY FMCG,-6.39079029247045,-6983.600000000003,8,78.26673778784843,4.215876419282869,30.36556079338255,1.0,2.1783755303298475,6,Wednesday,False
NMDC,2021-07-01,2021-07-05,rebalance,NIFTY METAL,-5.133928571428569,-6653.899999999991,4,55.899337201923466,3.675023319979837,-13.765182186234814,0.9068825910931174,1.0503097176978686,7,Thursday,False
APLAPOLLO,2021-06-17,2021-07-09,rebalance,NIFTY METAL,-1.323190999744317,-1976.8500000000045,22,77.74303176154439,4.355489184899343,7.90250548785103,1.0,1.1266986702275832,6,Thursday,False
KPITTECH,2021-03-24,2021-07-13,rebalance,NIFTY MS IT TELCM,43.6173306193661,44100.0,111,70.21951304893624,5.827138985752928,16.48758799555392,1.0,1.4585422048917238,3,Wednesday,True
PNBHOUSING,2021-07-09,2021-07-13,rebalance,NIFTY MS FIN SERV,-2.381711008443532,-3498.30000000001,4,62.27572979752118,4.735162949529211,66.81203663323159,0.8598630136986302,0.3410206496337526,7,Friday,False
SUZLON,2021-07-01,2021-07-14,stop,NIFTY ENERGY,-5.920613074838565,-9182.936005818436,13,68.50473207535744,5.2781549866918605,30.476190476190478,1.0,1.8045967763130109,7,Thursday,False
KEI,2021-06-18,2021-07-16,rebalance,NIFTY EV,1.38946934749411,1753.7500000000182,28,64.66692000875524,4.807426817514386,29.18830544335449,0.9789459007250418,1.1537231819329157,6,Friday,True
BSE,2021-07-14,2021-07-26,stop,NIFTY MS FIN SERV,5.831575134016598,8509.784330065075,12,76.43079308197873,3.792771632871861,4.92610837438423,0.9877551020408163,1.150374640523388,7,Wednesday,True
TATAELXSI,2021-06-24,2021-07-27,rebalance,NIFTY MS IT TELCM,11.646591714236054,13939.199999999995,33,58.04764729611296,3.092245610264498,-2.863868693831362,0.9722377467864153,0.5352482644763648,6,Thursday,True
MOTILALOFS,2021-07-26,2021-07-30,stop,NIFTY CAPITAL MKT,-10.105215075907836,-15597.14683928685,4,69.37100794781676,5.052607537953921,43.11879928771305,0.9509420547458229,1.885736672998091,7,Monday,False
COFORGE,2021-06-09,2021-08-04,stop,NIFTY MS IT TELCM,22.162098673465035,28820.81203040098,56,75.45831776394623,3.194346963965692,14.859437751004023,1.0,1.0308879282046373,6,Wednesday,True
NATIONALUM,2021-07-05,2021-08-09,stop,NIFTY METAL,4.176414232630243,5185.052934048572,35,67.5814042959964,4.3140380040885855,5.335304394570617,0.9993734335839599,0.9456609837571309,7,Monday,True
BSE,2021-07-27,2021-08-10,rebalance,NIFTY MS FIN SERV,-8.333333333333337,-11132.0,14,65.69706081785401,5.925217970061801,42.51207729468598,0.9324324324324325,1.7223913281317274,7,Tuesday,False
APLAPOLLO,2021-07-30,2021-08-10,rebalance,NIFTY METAL,-3.9402096099879658,-5435.199999999996,11,65.14982892924905,4.437895996968725,13.819712381620475,0.9744405379764495,0.776463402286922,7,Friday,False
PRESTIGE,2021-08-04,2021-08-11,stop,NIFTY REALTY,-7.702101580374809,-12222.788486163154,7,73.60404094454137,3.8510507901874007,14.846327487411015,0.9896519285042332,1.7679394740661223,8,Wednesday,False
COFORGE,2021-08-10,2021-08-11,rebalance,NIFTY MS IT TELCM,-2.5454545454545507,-2915.5,1,59.468147650636816,3.317783951152252,23.8927011852776,0.930401159980667,1.198787740212523,8,Tuesday,False
TATAELXSI,2021-08-10,2021-08-11,rebalance,NIFTY MS IT TELCM,-1.0215637238710884,-1428.900000000006,1,53.25700141273498,2.6757578821069,19.210395629862596,0.9446190189654788,0.8400742716696421,8,Tuesday,False
PRESTIGE,2021-08-11,2021-08-13,rebalance,NIFTY REALTY,-6.136584014406421,-8461.299999999992,2,64.97712023615935,4.6515468853753426,27.669902912621367,0.9701653003628544,1.66072923357095,8,Wednesday,False
VEDL,2021-08-11,2021-08-17,stop,NIFTY METAL,-7.3632310723839804,-8893.998951330634,6,71.91963370250498,3.6793146370466703,25.438202247191022,1.0,1.075062967306321,8,Wednesday,False
HINDALCO,2021-08-11,2021-08-18,rebalance,NIFTY METAL,-2.2214588343066555,-3065.199999999996,7,59.65030424686233,3.346341723940082,20.44619779621819,0.9531761624099541,0.9807394424854109,8,Wednesday,False
TATASTEEL,2021-07-13,2021-08-20,stop,NIFTY METAL,12.73229049019038,16009.056218768132,38,62.76024037094256,3.1671365496524433,5.801263641585308,0.9908171073888274,0.6669487344611826,7,Tuesday,True
INOXWIND,2021-08-09,2021-08-20,rebalance,NIFTY ENERGY,-11.257162992126702,-14734.279999999995,11,68.22491541175384,7.081753942820026,64.3520782396088,0.9515850144092219,1.8895348201610502,8,Monday,False
JSWENERGY,2021-04-19,2021-08-23,rebalance,NIFTY COMMODITIES,124.53865336658356,160432.25,126,65.47267761178017,5.950132215922071,36.852861035422336,0.9980089596814335,1.3172523927128994,4,Monday,True
KPITTECH,2021-07-16,2021-08-24,stop,NIFTY MS IT TELCM,15.904501430493646,20341.22114954416,39,68.86488702758385,3.9395869738872027,3.318219291014013,1.0,0.8757615496771007,7,Friday,True
KPITTECH,2021-08-24,2021-09-16,rebalance,NIFTY MS IT TELCM,3.205331640748965,4767.199999999984,23,53.904123346640134,6.117492576314098,36.11922852133258,0.8730950401773345,1.6020511941818056,8,Tuesday,True
OFSS,2021-07-13,2021-09-20,rebalance,NIFTY MS IT TELCM,18.161340278755446,29670.0,69,70.7405907569955,3.088950240206335,4.350577440278447,1.0,1.0318205095580042,7,Tuesday,True
ADANIENSOL,2021-09-20,2021-09-21,rebalance,NIFTY COMMODITIES,-4.998988059097343,-9595.94999999998,1,62.98032115132671,4.977232865448598,99.53086683015249,0.8895604536920346,2.3045269096233603,9,Monday,False
APOLLOHOSP,2021-08-20,2021-09-24,rebalance,NIFTY HEALTHCARE,-0.3097018855999112,-426.2999999999947,35,74.03012708809386,3.524553289961887,14.178764313438407,0.9646377400670664,1.4741038446507895,8,Friday,False
WIPRO,2021-08-23,2021-09-27,rebalance,NIFTY IT,4.009983361064906,8314.500000000007,35,68.45937558838222,2.161818969639261,14.100077579518988,0.9904416611733685,0.7605706216613844,8,Monday,True
COFORGE,2021-08-13,2021-09-28,stop,NIFTY MS IT TELCM,7.454168780911652,10057.90993608408,46,57.35317666692451,3.2804995704085202,17.6181706568447,0.930401159980667,1.182335614583494,8,Friday,True
PERSISTENT,2021-05-26,2021-09-28,rebalance,NIFTY MS IT TELCM,39.61829025844932,71740.8,125,70.43683381276013,4.255411494160483,23.305345074749127,1.0,1.3816916288147612,5,Wednesday,True
TECHM,2021-08-20,2021-09-28,rebalance,NIFTY IT,1.0819047619047728,1278.000000000004,39,79.02086919130028,2.6764208246537686,27.2780659684839,0.9895951142275503,1.3653176839964811,8,Friday,True
MPHASIS,2021-06-18,2021-10-01,rebalance,NIFTY MS IT TELCM,50.21975112523167,81562.40000000001,105,62.48950080444007,3.6388279882311414,13.984732824427471,0.9677667315773291,1.15741387662589,6,Friday,True
OBEROIRLTY,2021-09-27,2021-10-06,stop,NIFTY REALTY,-10.03451116310362,-21612.08931482467,9,76.41453621770273,5.017255581551814,2.0189095045141103,1.0,2.040330029399328,9,Monday,False
PRESTIGE,2021-09-24,2021-10-14,rebalance,NIFTY REALTY,-1.6156329676155656,-2465.299999999977,20,66.17773689002883,5.364701201281825,11.515480717001637,0.9575555323808531,1.7094569920532274,9,Friday,False
SRF,2021-08-18,2021-10-18,rebalance,,29.868242879542308,40784.100000000006,61,68.53126447515471,2.8656000555283634,23.73623270262637,0.9853300063067263,1.6642355041760606,8,Wednesday,True
OIL,2021-09-28,2021-10-18,rebalance,NIFTY OIL AND GAS,0.9940728895105666,1518.0000000000057,20,75.75846670821582,3.743591547758153,24.831913939937245,1.0,1.354345310775796,9,Tuesday,True
