symbol,entry_date,entry_price,ema13,ema21,atr,dist13_atr,dist21_atr,nearest_ema_dist_atr,dist13_pct,dist21_pct,ret_pct,pnl,win
MAXHEALTH,2024-02-28,851.55,847.401620260846,833.543955612312,31.400787607992843,0.13211069069165635,0.5734265207763355,0.13211069069165635,0.4871563312963348,2.114502306110975,-7.374972135046176,-13188.330795357004,False
TRENT,2024-02-20,2683.9,2505.542836983476,2402.397660486246,90.26408598509634,1.9759482530623877,3.1186527447941303,1.9759482530623877,6.645447409237463,10.488555442220429,-6.726337492834777,-17872.289025049056,False
BEL,2024-02-28,205.65,195.3140991118876,191.88129952566734,6.112876279183569,1.6908408441554228,2.252409478860187,1.6908408441554228,5.02596687970455,6.695210539427503,-0.6807682956479488,-1150.8000000000047,False
NMDC,2024-01-30,67.0,64.99138018215672,64.19484556200325,2.2685226225751842,0.8854308076342369,1.2365556376124605,0.8854308076342369,2.9979400266317646,4.186797668651863,-1.6588535186248476,-3352.0784821556067,False
COALINDIA,2024-02-23,416.85,418.9691165464508,410.97441653096547,16.408763986832376,-0.1291454096208156,0.3580759326997184,0.1291454096208156,-0.5083642908602026,1.4095198438370042,-6.045340050377845,-10533.60000000002,False
BANKBARODA,2024-02-21,250.5,240.0935216579416,233.64337104266102,8.837001782015914,1.177602833942673,1.9075054382860628,1.177602833942673,4.154282771280796,6.729193196542509,-7.055490444723289,-14351.29089399385,False
OIL,2024-02-21,390.15,353.9711257822415,333.50824291643846,23.782299505881692,1.5212521484228625,2.381677056482836,1.5212521484228625,9.273067850252085,14.517943632849292,-12.191362043256026,-31725.587540846183,False
IOC,2024-03-14,155.14,157.1614715040014,156.8992047459781,6.519168518518598,-0.3100811857001635,-0.26985109235646326,0.26985109235646326,-1.3029982622156928,-1.1339465940299795,-8.404239420547377,-15932.847859259453,False
PHOENIXLTD,2024-03-15,1362.5,1363.0836057325675,1360.2576787583835,85.23548240561448,-0.006846981047051669,0.02630736846124584,0.006846981047051669,-0.04283344826183841,0.16457403608194768,-5.930275229357795,-9776.799999999994,False
CGPOWER,2024-03-20,502.25,469.3456780919583,463.0289489292814,19.342468949735327,1.7011438401968821,2.027716894499928,1.7011438401968821,6.551383157400041,7.809069401835461,2.389248382279741,3708.0,True
UNIONBANK,2024-02-29,134.34735362997657,132.17990389685605,130.99476656378698,6.1974281789141115,0.34973373963331544,0.540964246684826,0.34973373963331544,1.6133177725928076,2.49546193177975,7.1327392100452025,12275.370000000026,True
HEROMOTOCO,2024-03-13,4401.65,4472.426417505434,4454.8857435774,110.46393018372792,-0.6407197117440628,-0.4819287480434238,0.4819287480434238,-1.6079519613198332,-1.209449719477927,1.0791407767541727,1757.5,True
GODFRYPHLP,2024-04-02,1117.0,1036.7676415916003,1017.3171455831275,56.026562530277886,1.4320414243697446,1.779207038857718,1.4320414243697446,7.182843187860313,8.92415885558393,-6.714413607878244,-11775.0,False
OFSS,2024-03-06,7315.5,7065.289685039643,6886.83287957254,254.74417394478866,0.9822023054964386,1.682735717914263,0.9822023054964386,3.420276330535947,5.859710483595924,-1.4425802196200932,-3482.55454688815,False
ZYDUSLIFE,2024-03-13,968.65,950.7751686853046,924.7880855841463,25.6207248217314,0.6976707895294987,1.7119700836351892,0.6976707895294987,1.8453343637738473,4.52814890991108,-5.166625413029546,-10259.535997978695,False
ABB,2024-02-28,5428.6,5025.445574760624,4901.5033921363,197.5894853942873,2.040363759412028,2.6676349038102187,2.040363759412028,7.4264897992000884,9.709623252103677,15.915705706812066,39744.0,True
MOTILALOFS,2024-04-09,524.35,448.4308737323141,435.2680818755768,22.1394884992389,3.429127383421519,4.023666496517552,3.429127383421519,14.478711980106015,16.989018427467002,17.46924763993516,28670.800000000007,True
BSE,2024-04-02,919.0,794.484005347995,776.8741399942918,40.16644488435469,3.100000386155796,3.5384226912516206,3.100000386155796,13.549074499674104,15.465273123580872,-3.901527277212802,-6848.311814418858,False
TRENT,2024-03-12,2671.7174603174603,2610.6313461727777,2565.932141596986,90.27095729396657,0.6766973119134674,1.1718643724579678,0.6766973119134674,2.2863987323503956,3.959450065049336,15.947889176571527,26843.20000000001,True
